,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q38,q25,q26,q27,q28,q29,q39,q40,q37,q30,q31,q32,q33,q34,q35,q36,newsint,ideo3,ideo5,votereg,votereg2,presvote16x,pid3,pid7,gender,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,employ,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,pew_religimp,pew_churatd,pew_bor.gain,pew_prayer,religpew,caseid,rand_ab,starttime,endtime,lastmodified,weight,fire_gays_per,fire_gays_court,fire_trans_per,fire_trans_court,daca_per,daca_court,handguns_per,handguns_court,scholarships_per,scholarships_court,abortion_per,abortion_court,trump_congress_per,trump_congress_court,trump_state_per,trump_state_court,cfpb_per,cfpb_court,electoralcollege_per,electoralcollege_court,contraceptives_per,contraceptives_court,aca_per,aca_court,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,diffuse2,diffuse3,approval,diffuse1,diffuse4,diffuse5,ideology_perso.l,ideology_court,polinterest,ideology3,ideology5,pid3_recoded,ideal,ideal_sotomayor,ideal_ginsburg,ideal_kagan,ideal_breyer,ideal_roberts,ideal_kava.ugh,ideal_alito,ideal_gorsuch,ideal_thomas,ideal_courtmajority,fire_gays_scotus,fire_trans_scotus,daca_scotus,handguns_scotus,scholarships_scotus,abortion_scotus,trump_congress_scotus,trump_state_scotus,cfpb_scotus,electoralcollege_scotus,contraceptives_scotus,aca_scotus,idealg,perception,idealg_sotomayor,idealg_ginsburg,idealg_kagan,idealg_breyer,idealg_roberts,idealg_kava.ugh,idealg_alito,idealg_gorsuch,idealg_thomas,idealg_courtmajority
1792,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,5,2,2,2,4,1,1,1,2,5,2,1,5,4,80,62,1,3,4,1,1,2,3,5,1,70,4,1,1,3,2,1,2,23,1,4,5,9,2,.,.,1,1,.,.,.,1,2,4,2,6,2,1138923979,1,2020-05-11T17:22:13.148,2020-05-11T17:42:50.162,2020-05-11T17:42:48.879,0.641914368,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,1,0,5,5,1,2,1,2,5,5,4,80,62,1,3,4,3,1.426071743,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.455213541,1.446273441,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1793,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,1,4,2,2,2,4,1,6,2,4,4,2,1,5,2,51,81,1,2,3,1,1,1,1,1,1,84,4,1,1,5,3,6,2,24,3,3,5,97,4,.,.,1,.,.,.,.,1,2,5,2,2,1,1138736683,2,2020-05-11T17:28:45.161,2020-05-11T17:45:09.797,2020-05-11T17:45:03.409,0.574538052,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,4,1,1,1,6,0,5,4,2,2,1,4,4,5,2,51,81,1,2,3,1,-0.64994308,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.669721149,0.456273445,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1794,1,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,1,6,3,4,5,3,1,4,4,12,75,1,1,1,1,1,4,3,4,1,24,1,1,1,5,3,5,2,48,3,1,1,6,2,.,.,.,1,.,.,.,1,4,4,2,6,11,1138921179,1,2020-05-11T17:27:56.544,2020-05-11T17:45:23.816,2020-05-11T17:45:20.613,0.97800231,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,4,1,1,1,6,0,5,5,3,3,1,4,5,4,4,12,75,1,1,1,3,-0.472625654,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.519364364,0.708272286,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1795,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,4,2,2,1,4,1,6,2,2,5,2,3,1,5,50,85,2,2,3,1,1,1,1,2,2,35,2,1,1,5,3,1,2,4,4,3,1,13,3,2,2,2,2,1,2,2,1,4,6,2,7,11,1138925043,2,2020-05-11T17:33:27.026,2020-05-11T17:45:42.596,2020-05-11T17:45:38.217,1.030171394,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,0,4,1,1,1,6,0,4,4,2,2,3,2,5,1,5,50,85,2,2,3,1,-0.424525178,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.485821368,-0.487149804,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1796,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,5,2,2,2,4,1,4,1,2,5,2,1,1,2,50,26,1,1,2,1,1,2,3,4,1,29,1,1,1,4,2,1,2,32,4,2,1,6,2,.,.,.,1,.,1,.,.,1,3,2,5,1,1138887875,2,2020-05-11T17:26:09.826,2020-05-11T17:46:41.999,2020-05-11T17:46:17.658,1.356691003,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,4,0,5,5,1,2,1,2,5,1,2,50,26,1,1,2,3,1.876350582,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.930887132,1.89391448,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1797,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,4,2,3,2,4,1,7,1,3,5,5,5,5,5,1,99,3,1,1,2,2,4,1,1,2,28,1,1,1,5,3,1,2,6,4,1,1,8,2,2,2,2,1,2,1,2,2,4,6,2,8,12,1138925935,1,2020-05-11T17:43:27.285,2020-05-11T17:50:33.858,2020-05-11T17:50:26.390,0.583251357,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,3,0,2,1,4,1,1,1,7,0,4,4,1,5,5,3,5,5,5,1,99,3,1,1,1,-1.340362735,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.306375249,-1.315963322,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1798,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,4,2,1,2,4,1,6,4,2,5,5,5,4,5,25,47,1,3,4,1,1,2,3,3,1,24,1,3,3,5,3,2,2,41,4,2,1,9,2,.,.,.,.,1,.,.,1,2,3,2,3,10,1138926013,2,2020-05-11T17:44:07.979,2020-05-11T17:51:34.391,2020-05-11T17:51:33.660,1.363666892,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,0,2,1,4,1,1,1,6,0,4,4,4,5,5,2,5,4,5,25,47,1,3,4,3,-0.31620208,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.39353308,0.379580957,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1799,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,4,2,2,2,4,1,6,3,2,5,2,3,3,4,77,51,1,3,4,1,1,2,2,7,2,72,4,1,1,4,2,1,2,12,3,4,5,6,2,.,.,.,1,.,.,.,1,1,5,2,2,2,1138924215,1,2020-05-11T17:24:25.352,2020-05-11T17:51:37.258,2020-05-11T17:51:36.578,0.855478346,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,6,0,5,4,3,2,3,2,5,3,4,77,51,1,3,4,2,1.117020807,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.142268528,1.151277742,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1800,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,5,2,2,2,4,1,5,1,4,3,3,2,3,3,26,69,1,1,2,1,1,1,1,1,1,42,2,1,1,3,2,6,1,47,3,2,3,5,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1138925653,1,2020-05-11T17:40:14.481,2020-05-11T17:52:24.219,2020-05-11T17:52:18.043,0.547707617,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,3,2,4,3,3,3,26,69,1,1,2,1,-0.885241631,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.945119873,1.454889983,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1801,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,5,2,1,2,4,1,5,1,1,4,2,3,3,4,15,83,1,1,2,1,1,1,1,1,1,49,3,4,4,5,3,5,2,6,4,1,1,8,2,.,.,.,.,1,.,.,1,4,6,2,7,2,1138925855,2,2020-05-11T17:42:34.885,2020-05-11T17:52:28.569,2020-05-11T17:52:25.757,0.587022543,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,0,2,1,4,1,1,1,5,1,5,5,1,2,3,1,4,3,4,15,83,1,1,2,1,-0.360684988,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.414015589,-0.395945132,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1802,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,5,2,2,2,4,1,5,1,2,5,2,1,5,2,61,72,1,2,3,1,1,2,2,6,1,64,3,1,1,2,1,6,2,12,3,2,1,7,2,2,2,2,1,2,1,2,2,2,4,2,3,2,1138925773,2,2020-05-11T17:41:27.634,2020-05-11T17:52:31.656,2020-05-11T17:52:25.906,0.601043403,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,2,1,2,5,5,2,61,72,1,2,3,2,0.969421417,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.055268549,1.055615529,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1803,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,4,1,1,2,4,6,5,3,3,3,3,3,3,3,87,54,2,3,4,1,1,2,2,6,2,70,4,1,1,2,1,4,2,39,2,4,7,3,1,.,1,.,.,.,.,.,1,3,6,2,7,11,1138925705,1,2020-05-11T17:40:41.649,2020-05-11T17:53:07.978,2020-05-11T17:53:07.154,2.022681952,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,0,1,0,2,1,4,1,6,0,5,1,3,4,3,3,3,3,3,3,3,87,54,2,3,4,2,0.936821417,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.913579428,0.808344643,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1804,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,3,2,2,2,3,1,4,2,3,1,4,3,1,1,50,49,4,2,3,1,1,4,4,4,2,47,3,7,4,2,1,6,2,26,2,5,6,8,2,.,.,.,1,.,.,.,1,1,6,2,1,12,1138925461,2,2020-05-11T17:38:02.097,2020-05-11T17:53:16.439,2020-05-11T17:53:15.376,0.82194376,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,3,0,1,1,4,0,4,3,2,4,3,3,1,1,1,50,49,4,2,3,3,-0.248546921,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.281221372,-0.294424118,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1805,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,5,2,2,2,4,1,5,3,2,3,2,1,2,2,89,51,1,3,5,1,1,2,2,7,1,75,4,1,1,2,1,4,2,55,2,3,5,4,1,.,.,1,1,.,.,.,1,1,1,2,3,10,1138920099,2,2020-05-11T17:34:01.389,2020-05-11T17:53:58.565,2020-05-11T17:53:39.396,0.58826071,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,3,2,1,2,3,2,2,89,51,1,3,5,2,2.185247543,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,2.177230828,1.759488042,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1806,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,4,2,3,2,4,1,5,1,3,3,2,3,4,2,25,67,1,1,2,1,1,1,1,1,1,67,4,1,1,2,1,3,2,4,4,1,5,4,1,.,.,.,1,.,.,1,.,3,6,2,6,2,1138926051,2,2020-05-11T17:44:33.065,2020-05-11T17:54:14.070,2020-05-11T17:54:10.402,0.644989491,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,3,0,2,1,4,1,1,1,5,1,5,4,1,2,3,3,3,4,2,25,67,1,1,2,1,-0.9983835,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.961546989,-0.963230939,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1807,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,5,2,2,2,4,1,5,2,3,4,2,2,3,3,49,69,3,2,3,1,1,1,3,4,1,23,1,1,1,5,3,5,2,51,3,1,1,8,2,2,2,2,2,1,2,2,1,2,4,2,6,2,1138925807,2,2020-05-11T17:41:43.951,2020-05-11T17:55:18.528,2020-05-11T17:55:12.697,2.877834082,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,2,2,2,3,4,3,3,49,69,3,2,3,3,-1.056955563,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.088979727,0.402152302,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1808,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,3,2,2,1,4,1,6,3,3,4,2,3,3,3,76,59,1,3,4,1,1,2,2,7,2,64,3,1,1,2,1,1,2,27,2,2,2,6,2,.,.,.,1,.,.,.,1,1,3,1,1,1,1138925465,2,2020-05-11T17:38:03.266,2020-05-11T17:57:03.761,2020-05-11T17:57:02.527,0.699344695,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,0,4,1,1,1,6,0,4,3,3,2,3,3,4,3,3,76,59,1,3,4,2,0.588422848,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.605767138,0.652769512,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1809,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,2,2,2,2,1,6,5,2,2,1,2,1,2,2,65,76,3,3,4,1,1,2,2,7,1,28,1,1,1,6,4,1,2,51,3,1,1,12,3,.,1,.,.,.,.,1,.,2,2,1,2,5,1138930049,2,2020-05-11T17:56:07.303,2020-05-11T17:58:43.354,2020-05-11T17:58:39.077,2.624719858,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,1,0,6,0,5,1,4,2,2,2,1,2,1,2,2,65,76,3,3,4,2,0.384261998,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.35631851,0.322949259,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1810,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,2,1,4,1,5,1,3,4,3,1,5,4,2,92,1,1,1,1,1,4,1,1,1,52,3,4,4,6,4,5,2,6,4,2,1,11,3,.,.,.,1,.,.,1,.,4,2,2,7,12,1138926375,1,2020-05-11T17:48:03.967,2020-05-11T17:59:09.908,2020-05-11T17:59:04.129,0.472794056,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,0,4,1,1,1,5,1,5,1,1,3,1,3,4,5,4,2,92,1,1,1,1,-1.707285395,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.591658023,-1.584744762,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1811,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,5,2,2,2,4,1,3,5,1,5,1,5,5,3,84,50,1,3,4,1,1,2,3,5,1,63,3,1,1,6,4,1,2,21,3,4,1,4,1,.,.,.,1,.,.,.,1,1,1,1,2,1,1138926485,1,2020-05-11T17:49:07.609,2020-05-11T17:59:30.193,2020-05-11T17:59:24.930,0.535392165,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,4,1,1,1,3,0,5,5,5,1,5,1,5,5,3,84,50,1,3,4,3,0.836025425,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.904031696,0.285545348,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1812,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,4,3,1,1,4,6,9,1,3,2,3,3,1,3,51,52,1,2,3,1,1,1,1,2,1,42,2,1,1,6,4,1,1,12,3,1,1,13,3,2,2,2,2,1,2,2,1,1,2,1,1,1,1138923451,1,2020-05-11T17:17:02.690,2020-05-11T18:00:35.060,2020-05-11T18:00:30.078,0.447103143,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,3,0,1,0,1,0,4,1,6,0,9,0,1,4,1,3,3,3,2,1,3,51,52,1,2,3,1,-0.060248904,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.089403354,-0.087668392,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1813,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,3,1,1,2,3,5,4,2,1,5,1,2,1,2,86,52,2,3,5,3,2,4,1,1,1,18,1,5,4,5,3,5,2,36,1,1,8,2,1,2,1,2,2,2,2,2,1,2,2,1,3,2,1138925915,1,2020-05-11T17:43:13.217,2020-05-11T18:01:48.365,2020-05-11T18:01:33.362,1.717048168,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,0,1,0,2,1,3,0,5,0,4,0,1,3,2,1,2,1,5,1,2,86,52,2,3,5,1,0.571103121,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.563085799,0.13004619,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1814,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,5,2,2,2,4,1,5,3,2,5,2,3,4,4,76,58,1,2,3,1,1,3,2,7,1,58,3,1,1,6,4,1,2,18,2,3,1,9,2,.,.,.,1,.,.,.,1,1,1,1,1,1,1138914251,2,2020-05-11T16:51:59.113,2020-05-11T18:02:13.826,2020-05-11T18:02:06.546,0.434664726,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,3,2,3,2,5,4,4,76,58,1,2,3,2,0.16153467,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.150492758,0.018576934,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
1815,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,4,2,2,2,4,1,6,3,5,1,5,1,1,1,87,48,1,3,4,1,1,3,4,4,1,62,3,1,1,2,1,1,2,42,1,4,5,10,3,.,.,.,1,.,.,.,1,2,5,2,1,1,1138926607,1,2020-05-11T17:50:42.545,2020-05-11T18:02:30.884,2020-05-11T18:02:24.215,0.487964481,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,4,1,1,1,6,0,5,4,3,5,1,5,1,1,1,87,48,1,3,4,3,2.222451623,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,2.20455737,1.450924395,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
