,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q25a,q26a,q25b,q26b,q27a,q28a,q27b,q28b,q39,q40_1_1,q40_2_1,q40_3_1,q40_4_1,q40_5_1,q40_6_1,q40_7_1,q40_8_1,q40_9_1,q40_10_1,qdobbs,q29,q30,q31,q32,q33,q34,q35,q36,pid3,pid7,pid7others,q37,q38,q41,q42_1,q42_2,q42_3,q42_4,q43,q44,q45,q46,q47,q48,q49,q50,q51,q52,q53_1,q53_2,q53_3,q53_4,q53_5,q54,q55,q56,q57,newsint,cablenews,ideo3,ideo5,votereg,votereg2,turnout22post,housevote22,votemethod22,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,hispanic,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,weight,affactionprivate_per,affactionprivate_court,affactionpublic_per,affactionpublic_court,fedelections_per,fedelections_court,gaydiscrim_per,gaydiscrim_court,gerrymandering_per,gerrymandering_court,cleanwater_per,cleanwater_court,commerce_per,commerce_court,copyright_per,copyright_court,algorithm_per,algorithm_court,socialmedia_per,socialmedia_court,studentloans_per,studentloans_court,unions_per,unions_court,native_per,native_court,religion_per,religion_court,case_recall,case_remembered_1,case_remembered_2,case_remembered_3,case_remembered_4,case_remembered_5,case_remembered_6,case_remembered_7,case_remembered_8,case_remembered_9,case_remembered_10,dobbs,contraception_per,contraception_court,sodomy_per,sodomy_court,gaymarriage_per,gaymarriage_court,interracial_per,interracial_court,pid3_recoded,pid7_recoded,leaders_mention,leaders_important,court_reputation,leaders_criticize,justices_interpret,justices_education,justices_agree,justices_sameparty,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,approval,diffuse2,diffuse3,diffuse1,diffuse4,diffuse5,ideology_personal,ideology_court,courtexpand,courttermlimits,polinterest,ideology3,ideology5,ideal,ideal_sotomayor,ideal_kagan,ideal_jackson,ideal_roberts,ideal_kavanaugh,ideal_barrett,ideal_gorsuch,ideal_alito,ideal_thomas,ideal_courtmajority,affactionprivate_scotus,affactionpublic_scotus,fedelections_scotus,gaydiscrim_scotus,gerrymandering_scotus,cleanwater_scotus,commerce_scotus,copyright_scotus,algorithm_scotus,socialmedia_scotus,studentloans_scotus,unions_scotus,native_scotus,religion_scotus,idealg,perception,idealg_sotomayor,idealg_kagan,idealg_jackson,idealg_roberts,idealg_kavanaugh,idealg_barrett,idealg_gorsuch,idealg_alito,idealg_thomas,idealg_courtmajority
1875,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,Roe vs wade,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,.,2,1,It is becoming too narrow minded,1,3,1,3,3,1,2,2,2,4,2,6,3,3,4,5,5,3,2,41,80,5,5,1,4,1,2,1,1,1,1,2,1,1,1,1963,60,3,3,3,1,6,4,1,2,36,1,1,1,5,13,3,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,39:25.6,58:57.4,58:53.1,0.347317129,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,Roe vs wade,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,1,It is becoming too narrow minded,3,1,3,1,3,2,1,2,1,2,1,4,1,2,1,6,1,6,1,3,3,5,2,3,5,4,41,80,5,5,1,1,2,-1.737965762,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-1.705862244,-1.720250124,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1876,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,Roe v Wade,,,,,,,,,,1,2,2,2,2,1,1,2,2,3,5,.,.,.,Highly regarded,1,2,1,3,.,1,2,2,2,5,2,6,3,2,5,4,5,4,2,80,60,5,3,2,5,3,4,1,1,1,2,2,1,2,2,1973,50,3,1,1,2,4,2,1,1,45,3,2,1,1,4,1,2,2,2,1,2,2,2,1,2,1,2,1,1,12,1,32:18.2,59:28.7,59:22.0,1.638448715,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,Roe v Wade,,,,,,,,,,1,2,2,2,2,1,1,2,2,3,5,.,.,Highly regarded,.,1,2,1,3,2,1,2,1,2,1,5,0,2,1,6,1,5,1,3,2,5,2,4,4,5,80,60,5,3,2,3,4,1.069470416,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.034984135,1.927870218,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1877,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,Roe vs Wade,Brown vs board of education,dred scott vs sanford,marbury vs madison,plessy vs ferguson,,,,,,2,2,2,2,2,2,1,2,2,3,5,.,.,.,it is leaning right at this time,2,3,1,5,.,2,2,2,2,4,2,5,3,2,4,4,4,2,2,60,71,5,3,2,2,2,3,1,1,1,2,1,1,2,2,1972,50,3,1,1,2,3,2,6,2,12,3,2,2,3,4,1,2,1,2,1,2,1,2,2,2,2,5,1,6,11,1,46:00.7,00:03.0,59:58.5,1.638448715,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1,1,2,1,1,Roe vs Wade,Brown vs board of education,dred scott vs sanford,marbury vs madison,plessy vs ferguson,,,,,,2,2,2,2,2,2,1,2,2,3,5,.,.,it is leaning right at this time,.,2,3,1,5,2,1,2,1,2,1,4,1,2,1,5,0,5,2,3,2,4,2,2,4,4,60,71,5,3,2,2,3,-0.077150321,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.221639602,0.204774135,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1878,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,1,1,2,2,1,1,.,3,2,Bias and discrimination,1,3,2,2,3,3,2,2,2,4,2,6,1,4,4,1,3,1,4,48,72,5,1,1,5,2,3,1,1,1,1,3,1,1,2,1950,72,4,2,2,2,3,2,5,2,9,1,3,2,5,5,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,39:51.1,00:18.3,00:17.8,0.65668726,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,1,1,2,2,1,1,3,2,Bias and discrimination,3,1,3,2,2,2,1,2,1,2,1,4,1,2,1,6,1,6,3,1,4,3,4,1,1,4,48,72,5,1,1,2,3,-0.221027148,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.297055053,-0.219293941,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1879,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,3,4,.,.,.,Don?ó?Ç?Öt know,3,3,3,3,.,4,1,3,1,1,3,5,3,3,3,3,3,3,3,50,50,3,3,4,5,4,6,2,2,2,.,.,2,6,2,1977,45,3,1,1,2,1,1,1,2,1,3,4,1,7,1,1,2,1,2,1,2,2,2,1,2,2,5,1,2,11,1,42:05.5,00:49.6,00:45.7,0.665744364,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,3,4,.,.,Don?ó?Ç?Öt know,.,3,3,3,3,1,0,1,0,3,0,1,0,3,0,5,0,0,4,3,3,3,3,3,3,3,50,50,3,3,4,4,6,-0.293233482,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.320551653,-0.302440562,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1880,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,1,Rie vs wadr,,,,,,,,,,2,2,2,1,1,1,1,2,2,2,7,.,3,3,Very poor right now. Too biased towards democrats,2,2,2,3,3,3,1,3,1,3,5,3,1,4,2,2,2,1,4,93,89,3,3,2,4,3,5,1,1,2,.,.,1,2,2,1962,61,3,1,1,2,5,3,6,2,12,3,2,2,5,9,2,2,2,2,1,2,2,2,1,2,1,4,2,1,1,2,49:12.4,01:14.0,01:08.7,1.260630369,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,Rie vs wadr,,,,,,,,,,2,2,2,1,1,1,1,2,2,2,7,3,3,Very poor right now. Too biased towards democrats,3,2,2,2,3,1,0,1,0,3,0,3,0,5,0,3,0,0,3,1,4,2,4,1,2,2,93,89,3,3,2,3,5,-0.07175974,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.163771436,-0.185333881,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1881,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,Abortion Rights,,,,,,,,,,2,2,1,2,1,2,1,2,2,3,3,.,.,.,very bias and extremely conservative,2,3,2,3,.,1,2,2,2,4,2,5,3,5,1,1,1,2,4,50,93,2,1,3,3,2,3,1,1,1,1,3,1,1,2,1949,73,4,2,2,2,2,1,4,2,42,1,3,2,5,3,1,2,2,2,1,2,2,2,1,2,2,6,2,2,1,1,40:26.5,01:13.6,01:08.6,0.830747902,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,Abortion Rights,,,,,,,,,,2,2,1,2,1,2,1,2,2,3,3,.,.,very bias and extremely conservative,.,2,3,2,3,2,1,2,1,2,1,4,1,2,1,5,0,5,1,3,5,1,4,2,1,1,50,93,2,1,3,2,3,-1.123478105,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.953701015,1.236264952,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1882,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,1,1,1,.,3,2,Not good too conservative,1,1,1,3,1,1,1,2,1,4,2,3,3,5,3,1,1,1,4,20,82,3,3,3,1,2,3,1,1,1,1,3,1,1,1,1964,59,3,2,2,2,3,2,5,2,6,4,1,2,6,2,1,2,2,2,2,1,2,2,1,2,1,6,1,7,1,1,44:40.5,02:22.3,02:17.7,0.842671216,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,1,1,1,3,2,Not good too conservative,1,1,1,1,3,1,0,1,0,2,1,4,1,2,1,3,0,3,1,3,5,1,4,1,1,3,20,82,3,3,3,2,3,-0.191690033,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.223117756,0.137131697,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1883,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,Dred Scott Decision,Brown vs. Board of Education,Loving v. Virginia,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,.,3,2,They're very conservative and are NOT open to any liberal ideals.,1,2,1,3,3,2,1,2,1,4,2,7,1,5,2,2,2,1,5,20,100,2,1,1,4,2,3,1,1,1,1,2,1,1,2,1970,52,3,2,2,2,4,2,1,1,28,3,2,1,2,4,1,2,2,2,2,1,2,2,1,2,2,4,2,1,2,1,39:48.4,02:32.8,02:23.0,0.704495788,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,Dred Scott Decision,Brown vs. Board of Education,Loving v. Virginia,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,3,2,They're very conservative and are NOT open to any liberal ideals.,3,1,2,1,3,1,0,1,0,2,1,4,1,2,1,7,0,3,2,1,5,2,5,1,2,2,20,100,2,1,1,2,3,-2.202587417,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-2.086896198,-2.080157687,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1884,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,Us vs Heller,,,,,,,,,,2,2,2,2,2,1,1,2,2,3,4,.,.,.,Fair,1,4,2,4,.,1,2,2,2,4,2,6,2,2,5,4,5,5,2,61,55,5,5,2,5,2,3,1,1,1,2,2,1,2,1,1975,47,3,1,1,2,3,2,4,2,6,4,2,1,5,8,2,2,2,2,1,2,1,2,2,2,4,6,2,7,2,1,45:21.6,02:42.1,02:41.6,0.525714755,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,Us vs Heller,,,,,,,,,,2,2,2,2,2,1,1,2,2,3,4,.,.,Fair,.,1,4,2,4,2,1,2,1,2,1,4,1,2,1,6,1,6,1,2,2,5,2,5,4,5,61,55,5,5,2,2,3,1.350385029,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.333129141,1.267023218,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1885,1,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,roe v wade,,,,,,,,,,1,1,2,1,2,1,2,1,2,2,7,.,2,2,"weak, watered down liberals",2,1,1,1,3,2,2,2,2,4,5,4,1,2,4,5,4,4,2,99,47,5,4,2,5,3,5,1,1,1,2,2,1,2,2,1959,63,3,1,1,2,3,2,1,2,37,3,3,1,5,2,1,2,2,2,1,2,2,2,1,2,1,5,1,1,1,1,43:08.7,03:00.5,02:51.9,1.13828969,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,roe v wade,,,,,,,,,,1,1,2,1,2,1,2,1,2,2,7,2,2,"weak, watered down liberals",3,2,1,1,1,2,1,2,1,2,1,4,1,5,0,4,0,4,2,1,2,4,2,4,5,4,99,47,5,4,2,3,5,0.457470966,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.365160957,-0.869913056,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1886,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,roe v wade,plessy v fergusson,brown v board of education,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,.,2,2,at this point the Supreme Court's reputation is kind of low,1,2,1,3,2,2,2,1,2,4,2,7,2,4,3,4,3,2,3,21,81,4,3,1,3,1,1,1,1,1,1,3,1,1,2,1949,73,4,2,2,2,6,4,4,2,24,3,2,1,5,11,3,2,2,2,1,2,2,1,2,2,2,5,2,1,2,1,41:11.6,03:04.3,02:54.4,0.608470201,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,roe v wade,plessy v fergusson,brown v board of education,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,at this point the Supreme Court's reputation is kind of low,2,1,2,1,3,2,1,2,1,1,0,4,1,2,1,7,0,4,2,2,4,3,3,2,4,3,21,81,4,3,1,1,1,-0.441698564,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.433383925,0.07750526,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1887,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,1,1,1,1,2,2,1,2,.,3,1,"The ""final say""/last resort ""when it comes to judgement",1,2,2,3,3,1,1,3,2,4,3,6,3,2,2,2,3,2,2,48,41,2,1,2,1,3,4,1,1,2,.,.,1,2,1,1971,52,3,1,1,2,2,1,1,2,13,3,4,1,2,8,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,38:08.3,03:30.7,03:27.8,0.844991744,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,1,1,1,1,2,2,1,2,3,1,"The ""final say""/last resort ""when it comes to judgement",3,1,2,2,3,2,1,1,0,3,0,4,1,3,0,6,1,3,1,3,2,3,2,2,2,2,48,41,2,1,2,3,4,-0.337213797,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.283786667,-0.275000243,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1888,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,Roe v Wade,Dist. of Columbia v Heller,Terry v Ohio,Brown v Board of Education,,,,,,,1,2,2,2,2,2,2,2,2,3,5,.,.,.,Not a high opinion at the moment. These are supposed to be people that are constitutional scholars yet they more often than not let politics and/or coercion to influence their decisions. Electing a judge who had the majority of her cases overturned due to constitutional violations is a direct slap to the rule of law and fairness and wholly embraces political partisanship.,1,3,1,4,.,1,2,2,2,4,2,6,1,3,2,4,2,2,2,65,56,5,2,1,2,3,4,1,1,1,2,1,1,2,1,1975,48,3,1,1,2,4,2,3,2,48,3,4,2,6,3,1,2,2,1,1,2,2,2,1,1,1,4,1,2,1,1,29:28.2,03:39.6,03:33.7,1.659499288,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,Roe v Wade,Dist. of Columbia v Heller,Terry v Ohio,Brown v Board of Education,,,,,,,1,2,2,2,2,2,2,2,2,3,5,.,.,Not a high opinion at the moment. These are supposed to be people that are constitutional scholars yet they more often than not let politics and/or coercion to influence their decisions. Electing a judge who had the majority of her cases overturned due to constitutional violations is a direct slap to the rule of law and fairness and wholly embraces political partisanship.,.,1,3,1,4,2,1,2,1,2,1,4,1,2,1,6,1,6,1,1,3,2,2,2,4,2,65,56,5,2,1,3,4,0.54129338,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.458071693,0.35721114,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1889,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,2,2,2,2,3,5,.,.,.,I don?ó?Ç?Öt pay attention to it myself. Others only talk about negative things.,1,3,1,5,.,2,2,3,2,4,1,4,1,2,4,4,4,4,2,61,59,4,3,4,5,3,4,1,1,2,.,.,1,2,2,1966,57,3,1,1,2,3,2,1,1,48,3,2,1,7,11,3,2,2,2,1,2,2,2,1,2,1,2,2,3,1,1,38:48.7,04:20.7,04:16.2,1.638448715,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,2,2,2,2,3,5,.,.,I don?ó?Ç?Öt pay attention to it myself. Others only talk about negative things.,.,1,3,1,5,2,1,2,1,3,0,4,1,1,0,4,0,3,2,1,2,4,2,4,4,4,61,59,4,3,4,3,4,0.308290863,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.334658461,-0.234610181,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1890,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,Roe V wade,Heller case,dobbs,,,,,,,,1,1,2,2,2,1,1,2,2,3,5,.,.,.,"Current court not to bad, Historically I think the court has overstepped it's authority. But that is humans in general",5,5,2,5,.,2,2,2,2,4,2,6,3,2,5,4,5,4,3,100,50,5,5,1,5,3,5,1,1,1,2,2,1,2,1,1964,58,3,1,1,2,3,2,1,1,2,4,1,1,1,11,3,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1,50:56.3,04:43.3,04:42.8,1.232705355,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,Roe V wade,Heller case,dobbs,,,,,,,,1,1,2,2,2,1,1,2,2,3,5,.,.,"Current court not to bad, Historically I think the court has overstepped it's authority. But that is humans in general",.,5,5,2,5,2,1,2,1,2,1,4,1,2,1,6,1,6,2,3,2,5,3,4,4,5,100,50,5,5,1,3,5,1.425722918,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.300896714,-0.009027124,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
