Some people think that private colleges and universities should NOT be able to use race as a factor in admissions. Other people think that they should be able to.     What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Some people think that private colleges and universities should be able to use race as a factor in admissions. Other people think that they should NOT be able to.     What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Some people think that public colleges and universities should NOT be able to use race as a factor in admissions. Other people think that they should be able to.     What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Some people think that public colleges and universities should be able to use race as a factor in admissions. Other people think that they should NOT be able to.     What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","Some people think that the language in the Constitution means that only state legislatures can regulate federal elections, without oversight from state courts. Other people think that state courts can exercise this oversight as they do in other areas.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","Some people think state courts can exercise oversight over federal elections as they do in other areas. Other people think that the language in the U.S. Constitution means that only state legislatures can regulate federal elections, without oversight from state courts.","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","Colorado law prohibits businesses, including creative and artistic businesses, from discriminating against gay customers. Some people think this violates business owners’ rights to free speech. Other people think this does NOT violate business owners’ rights to free speech.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","Colorado law prohibits businesses, including creative and artistic businesses, from discriminating against gay customers. Some think such a law does NOT violate business owners’ rights to free speech. Other people think this violates business owners’ rights to free speech.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","One fourth of Alabama voters are Black. Alabama recently created seven Congressional districts, with only one of them being a majority-Black district.     Some people think the small number of districts in which Black voters are a majority violates Section 2 of the Voting Rights Act, which bans racial discrimination in voting policies, and that the state should be forced to redraw the districts. Other people disagree and say that the original plan with one majority-Black district is lawful.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","One fourth of Alabama voters are Black. Alabama recently created seven Congressional districts, with only one of them being a majority-Black district.      Some people say that the plan with one majority-Black district is lawful. Other people think the small number of districts in which Black voters are a majority violates Section 2 of the Voting Rights Act, which bans racial discrimination in voting policies, and that the state should be forced to redraw the districts.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","The Clean Water Act is a federal law that prohibits the ""discharge of pollutants"" into ""navigable waters.""     Some people think that this should be read broadly, to include things like wetlands. Other people think that this should be read narrowly, to include only things like streams, rivers, and lakes.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","The Clean Water Act is a federal law that prohibits the ""discharge of pollutants"" into ""navigable waters.""      Some people think that this should be read narrowly, to include only things like streams, rivers, and lakes. Other people think that this should be read broadly, to include things like wetlands.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",California law prohibits the sale of pork from pigs that are kept in small cages.      Some people think that such a law discriminates against commerce from other states because most pork comes from outside of California. Other people think that such a law does not discriminate against commerce from other states.      What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",California law prohibits the sale of pork from pigs that are kept in small cages.      Some people think such a law does not discriminate against commerce from other states. Other people think that such a law discriminates against commerce from other states because most pork comes from outside of California.      What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","In 1981, a photographer took a photo of the musician Prince. The artist Andy Warhol made changes to this photograph and used that to create a series of famous prints.      Some people think that when images are transformed like this, the original creator is not entitled to any payment. Other people think that the original creator is entitled to payment because the image is still recognizable.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","In 1981, a photographer took a photo of the musician Prince. The artist Andy Warhol made changes to this photograph and used that to create a series of famous prints.      Some people think that the original creator is entitled to payment because the image is still recognizable. Other people think that when images are transformed like this, the original creator is not entitled to any payment.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","Federal law states that internet companies are not responsible for hosting content that is posted by others.      Some people think that large tech companies, such as Google, can be held responsible when their algorithm recommends certain content to users. Other people think that these companies cannot be held responsible for content recommended by the company’s algorithms if that content was posted by other users.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","Federal law states that internet companies are not responsible for hosting content that is posted by others.      Some people think that large tech companies, such as Google, cannot be held responsible for content recommended by the company’s algorithms if that content was posted by other users. Other people think that these companies can be held responsible when their algorithm recommends certain content to users.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Federal law states that social media companies are not responsible for hosting content that is posted by others.     Some people think that social media companies can be held responsible for aiding and abetting terrorism for not removing content and accounts promoting terrorism. Other people think that they cannot be held responsible.      What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Federal law states that social media companies are not responsible for hosting content that is posted by others.     Some people think that social media companies cannot be held responsible for aiding and abetting terrorism not removing content and accounts promoting terrorism. Other people think that they can be held responsible.      What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","The Biden Administration announced plans to give up to $20,000 in student loan forgiveness to people who make less than $125,000 a year.     Some people think that the Biden Administration overstepped its authority with this debt forgiveness plan. Other people disagree and think that the Biden Administration did not overstep its authority.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","The Biden Administration announced plans to give up to $20,000 in student loan forgiveness to people who make less than $125,000 a year.     Some people think that the Biden Administration did not overstep its authority with this debt forgiveness plan. Other people disagree and think that the Biden Administration overstepped its authority.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Some people think that striking union workers can be held responsible for damage or loss caused to an employer’s property by employees stopping their work. Other people think that they cannot be held responsible because this would undermine the ability of union workers to strike.     What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Some people think that striking union workers cannot be held responsible for damage or loss caused to an employer’s property by employees stopping their work because this would undermine the ability of union workers to strike. Other people think that striking union workers can be held responsible.      What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","In 1978, Congress enacted a law that says that Native American children who are removed from their families should be placed with extended family members or foster homes of people who are also Native American.      Some people think this law discriminates on the basis of race. Other people think it does NOT discriminate on the basis of race.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","In 1978, Congress enacted a law that says that Native American children who are removed from their families should be placed with extended family members or foster homes of people who are also Native American.      Some people think this law does NOT discriminate on the basis of race. Other people think it discriminates on the basis of race.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","A postal worker refused to work on Sundays for religious reasons. The Postal Service agreed to help him find coworkers to swap shifts with, but when he could not find any coworkers to swap with and did not show up to work multiple times, he was disciplined and then quit.     Some people think that this is NOT religious discrimination. Other people think that this is religious discrimination and that the employer should have to accommodate his beliefs and should not have disciplined him.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","A postal worker refused to work on Sundays for religious reasons. The Postal Service agreed to help him find coworkers to swap shifts with, but when he could not find any coworkers to swap with and did not show up to work multiple times, he was disciplined and then quit.     Some people think that this is religious discrimination and that the employer should have to accommodate his beliefs and should not have disciplined him. Other people think that this is NOT religious discrimination.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Can you name any case ever heard by the U.S. Supreme Court?,"Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","In a recent case called  Dobbs v. Jackson Women's Health Organization, the Supreme Court overturned its 1973 ruling in Roe v. Wade, which had established a constitutional right to an abortion under specific circumstances.   What is your opinion of the Court’s decision in Dobbs?","The Court’s 1965 ruling in a case called Griswold v. Connecticut established a constitutional right of couples to use contraception, such as the birth control pill.     Some people think that the Court should overrule Griswold and eliminate the constitutional right of couples to use contraception. Other people think that Griswold should be upheld, maintaining this right.     What do you think?","Although the Supreme Court has not announced plans to take on this issue, some have speculated that it could do so in the future. Regardless of your personal views, what do you think the Court will do?","The Court’s 2003 ruling in a case called  Lawrence v. Texas  declared that states punishing people for engaging in homosexual conduct was unconstitutional.     Some people think that the Court should overrule  Lawrence  and allow states to punish people for engaging in homosexual conduct. Other people think that  Lawrence  should be upheld, prohibiting states from doing this.      What do you think?","Although the Supreme Court has not announced plans to take on this issue, some have speculated that it could do so in the future. Regardless of your personal views, what do you think the Court will do?","The Court’s 2015 ruling in a case called  Obergefell v. Hodges  held that states must recognize same-sex marriages.     Some people think that the Court should overrule  Obergefell  and allow states to refuse to recognize same-sex marriages. Other people think that  Obergefell  should be upheld, maintaining that states must recognize same-sex marriages.     What do you think?","Although the Supreme Court has not announced plans to take on this issue, some have speculated that it could do so in the future. Regardless of your personal views, what do you think the Court will do?","The Court’s 1967 ruling in a case called  Loving v. Virginia  held that states cannot prevent two people of different races from marrying.     Some people think that the Court should overrule  Loving  and allow states to prevent two people of different races from marrying. Other people think that  Loving  should be upheld, maintaining that states cannot prevent two people of different races from marrying.     What do you think?","Although the Supreme Court has not announced plans to take on this issue, some have speculated that it could do so in the future. Regardless of your personal views, what do you think the Court will do?","Generally speaking, do you think of yourself as a ...?","Generally speaking, do you think of yourself as a ...?",Do you think of yourself as closer to the Democratic or the Republican Party?,"In the past six months, how frequently would you say you have heard political leaders from the [Democratic/Republican] Party mention the Supreme Court?","In your view, how important is it for political leaders of the [Democratic/Republican] Party to talk about the kinds of justices they would like to see appointed to the Supreme Court?",In your own words what would you say is the reputation of the Supreme Court?,0001,0002,0003,0004,"How much do you agree with the following statement:""It is important for leaders of the [Democratic/Republican] Party to criticize the Supreme Court""","The Supreme Court has nine members. For the issues that we asked you about earlier, what do you think the breakdown in the votes on the Court would typically be?",Some judges in the U.S. serve for a set number of years; others serve a life term. Do you happen to know whether the Justices of the U.S. Supreme Court serve for a set number of years or whether they serve a life term?,"Do you happen to know who has the last say when there is a conflict over the meaning of the U.S. Constitution---the U.S. Supreme Court, the U.S. Congress, or the President?",Some judges in the U.S. are elected; others are appointed to the bench. Do you happen to know if the Justices of the U.S. Supreme Court are elected or appointed to the bench?,Please select the name of the current Chief Justice of the United States from the choices below:,Please select the name of the Justice who most recently joined the U.S. Supreme Court from the choices below:,Supreme Court justices are appointed by the President of the United States. How many of the current nine justices do you think were appointed by Republican presidents?,How much do you think the political party of the appointing president affects how Supreme Court justices decide cases?,How much do you approve of the performance of the Supreme Court?,0001,0002,0003,0004,0005,Where would you place YOURSELF on the following scale?,Where would you place THE CURRENT SUPREME COURT on the following scale?,"The U.S. Supreme Court has nine members. Some people believe that Congress should expand the size of the Supreme Court, allowing the current president to appoint one or more new Justices. Do you agree or disagree that the size of the Supreme Court should be increased?","U.S. Supreme Court Justices currently serve life terms. Some people think that, instead, Suprem1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,Marbury vs. Madison,Brown vs. Board of Ed.,Bush vs. Gore,Roe vs. Wade,Trump vs. US,Plessy vs. Ferguson,Dobbs vs.,,,,2,2,2,2,2,2,1,2,2,1,1,.,2,2,Not good. There should be a code of ethics for the Court. Justices should be forced to recuse themselves when there is a possible conflict of interest.,1,3,1,5,1,2,2,2,2,4,2,6,1,4,3,1,5,2,2,25.0,67.0,2,1,1,3,1,2,1,1,1,1,2,1,1,1,1955.0,67.0,4,1,1,2,5,3,1,2,34,1,3,1,5,9,2,2,2,2,1,2,2,2,1,2,3,5,2,4,2,1,2023-04-05 20:02:42.716000,2023-04-05 20:31:25.325000,2023-04-05 20:31:18.412000,0.603624608490965
1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,Roe vs Wade,,,,,,,,,,1,2,2,2,2,1,2,2,2,3,5,.,.,.,"Historically, the court has had the reputation of being the body best able to rise above politics to keep the country aligned with the original writing of the Constitution. Today, the court is regarded largely as another political arm of the government that votes along politically left or right ideological lines as each member is predisposed.",1,3,1,2,.,1,2,2,2,4,2,6,2,2,5,5,5,2,2,85.0,60.0,5,5,1,2,3,5,1,1,1,2,1,1,2,1,1957.0,65.0,4,1,1,2,5,3,1,2,55,2,4,1,5,9,2,2,2,2,1,2,2,2,1,1,1,2,1,1,12,1,2023-04-05 20:04:13.811000,2023-04-05 20:31:25.792000,2023-04-05 20:31:22.673000,1.21208119221001
.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,1,Dobbs (Roe v. Wade),Roe v. Wade,,,,,,,,,1,2,2,1,2,1,2,2,2,2,7,.,3,2,It has become politicalized and lost its respect because liberal/progressives do not always get their way.,1,1,1,3,4,2,2,2,2,4,2,6,2,2,5,5,5,2,3,99.0,60.0,5,2,1,4,3,5,1,1,1,2,4,1,2,1,1951.0,71.0,4,1,1,2,6,4,1,2,4,4,2,1,5,10,3,2,2,2,1,2,2,2,1,1,1,2,1,3,1,2,2023-04-05 20:00:45.446000,2023-04-05 20:31:38.221000,2023-04-05 20:31:32.318000,0.683747396821646
2,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,American children ,Photographer ,Sale of pork,,,,,,,,2,2,1,1,1,1,2,2,2,1,2,.,3,4,Prefer not to say,3,3,4,3,3,1,3,2,2,3,3,1,5,3,2,3,2,3,3,44.0,50.0,3,3,7,2,4,6,2,2,2,.,.,2,6,2,1995.0,27.0,1,1,1,2,5,3,5,2,6,4,1,3,.,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,6,1,2023-04-05 19:51:25.583000,2023-04-05 20:31:39.600000,2023-04-05 20:31:39.424000,1.11304819185523
.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,1,Roe V Wade,Brown V Board of Ed,,,,,,,,,1,2,2,2,2,1,1,2,2,3,5,.,.,.,Right now they are conservative,1,3,2,4,.,2,2,2,2,4,5,6,5,2,5,5,5,2,3,80.0,75.0,5,3,1,2,3,4,1,1,1,2,1,1,2,1,1942.0,80.0,4,1,3,1,5,3,1,2,47,3,4,1,5,97,4,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2023-04-05 20:12:02.676000,2023-04-05 20:32:08.211000,2023-04-05 20:32:03.808000,0.659858101714961
.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,1,2,1,2,1,1,2,.,3,2,I don't have much faith in them anymore.,1,1,1,3,1,2,1,1,1,4,1,6,3,5,1,1,1,1,5,40.0,71.0,3,2,4,5,2,3,1,1,1,1,3,1,1,2,1993.0,29.0,1,1,3,1,5,3,5,2,32,4,2,1,3,6,2,2,2,2,2,1,2,2,1,2,4,6,2,7,11,2,2023-04-05 20:17:53.127000,2023-04-05 20:33:03.913000,2023-04-05 20:33:00.938000,0.634834427577396
1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,heller ,Roe v Wade,,,,,,,,,1,2,2,2,2,2,2,2,2,3,4,.,.,.,Far better today than it has been is several decades.,1,4,1,3,.,2,2,2,2,4,2,5,1,2,4,5,5,4,2,75.0,40.0,5,4,1,2,3,4,1,1,1,2,4,1,2,1,1953.0,69.0,4,1,1,2,5,3,3,2,53,4,4,1,3,8,2,2,2,2,1,2,2,2,1,1,4,6,2,7,12,1,2023-04-05 20:16:40.920000,2023-04-05 20:33:24.044000,2023-04-05 20:33:23.514000,0.427116323160284
.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,1,Donald trump's case,,,,,,,,,,1,2,2,1,1,1,1,1,1,1,1,.,2,1,Fair judgement as of now,1,1,2,1,2,2,1,3,1,4,2,3,2,1,1,2,2,2,2,34.0,45.0,2,3,3,1,1,2,1,1,1,1,2,1,1,2,1995.0,27.0,1,2,3,1,2,1,1,1,4,4,1,2,1,8,2,2,2,2,1,2,2,2,1,1,1,4,1,1,2,2,2023-04-05 20:11:58.196000,2023-04-05 20:33:32.332000,2023-04-05 20:33:32.182000,1.04939792046787
1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,Waters of the US,Hobby Lobby case,Portland Cake Maker,Roe vs Wade,,,,,,,1,2,2,2,2,1,2,2,2,2,7,.,3,2,"I think in general, it is fair and evenly administered. I think that too many biased people try to politicized the court, and in the past, the supreme court has been too anxious to uphold new laws about things that do not exist in the constitution. Their rulings have been stretched in an attempt to add to the constitution, something that should only be done by amendments.",2,3,2,3,3,1,2,2,2,4,5,5,4,3,4,4,4,4,2,75.0,57.0,5,4,2,5,3,4,1,1,1,2,3,1,2,1,1946.0,76.0,4,1,1,2,6,4,1,2,53,4,2,1,5,9,2,2,1,1,2,2,2,2,1,1,1,1,1,1,3,1,2023-04-05 20:10:40.711000,2023-04-05 20:33:44.585000,2023-04-05 20:33:44.101000,0.683747396821646
.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,1,Roe vs wade,,,,,,,,,,2,2,2,1,1,1,1,2,2,1,2,.,3,2,It's okay,1,2,1,5,3,2,2,1,2,1,4,9,3,3,3,3,5,3,2,100.0,100.0,2,3,3,3,2,3,2,2,2,.,.,2,6,1,1967.0,55.0,3,2,2,2,2,1,2,2,42,1,1,2,1,6,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2023-04-05 19:30:59.278000,2023-04-05 20:33:46.035000,2023-04-05 20:33:42.509000,1.2783662109425
2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,Brown v Board of Education,Roe v Wade,,,,,,,,,2,2,2,2,2,1,2,2,2,2,7,.,5,2,"Upright and just, generally do what is ethical and moral for everyone e.",2,3,1,5,3,2,2,2,2,4,1,6,2,3,5,3,5,4,1,49.0,71.0,5,4,2,2,3,4,1,1,1,2,3,1,2,2,1964.0,59.0,3,1,1,2,6,4,4,1,30,4,4,1,6,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2023-04-05 19:48:43.111000,2023-04-05 20:33:47.619000,2023-04-05 20:33:33.281000,0.920217388275971
.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,1,Rose V. Wade,Brown V. Board of Education,,,,,,,,,1,2,2,1,1,1,1,2,2,2,7,.,3,1,"They are very conservative at this time, however that changes depending on the ratio of Democrats to Republicans. Currently very conservative.",1,1,1,2,5,1,2,2,2,1,2,5,2,1,5,5,5,5,3,90.0,88.0,3,5,1,5,3,4,1,1,1,2,2,1,2,2,1945.0,77.0,4,1,1,2,5,3,4,2,29,2,4,3,5,3,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2023-04-05 20:06:08.527000,2023-04-05 20:33:51.258000,2023-04-05 20:33:50.847000,1.17302936525822
2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,Roe v Wade,Brown v Topeka Board of education,Gideon v Wainwright,Miranda v Arizona,,,,,,,2,2,1,2,1,2,1,2,1,1,1,.,4,1,Currently very conservative and generally leans towards the right.,1,3,1,3,1,2,2,2,2,4,2,6,1,5,2,3,2,1,4,30.0,82.0,1,1,1,5,1,2,1,1,1,1,3,1,1,2,1959.0,64.0,3,1,1,2,6,4,3,2,20,2,1,2,6,2,1,2,2,2,2,1,2,2,1,2,2,6,2,2,11,1,2023-04-05 19:48:27.258000,2023-04-05 20:34:18.154000,2023-04-05 20:34:07.026000,0.818893835245712
.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,2,2,2,2,2,7,.,1,1,Better than the past,1,2,2,1,4,2,1,2,2,4,1,5,2,1,4,5,5,5,2,99.0,55.0,5,1,1,2,3,5,1,1,1,2,2,1,2,1,1959.0,63.0,3,4,4,2,4,2,5,2,6,4,2,1,5,2,1,2,2,1,2,2,2,2,1,1,2,2,2,4,7,2,2023-04-05 19:58:39.141000,2023-04-05 20:34:40.945000,2023-04-05 20:34:32.448000,0.913532057170765
.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,1,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,7,.,3,2,Leans to the democratic side too much,2,3,2,3,3,1,1,2,1,4,2,5,1,4,2,3,4,2,4,80.0,50.0,4,2,1,2,3,4,1,1,1,2,2,1,2,2,1961.0,61.0,3,1,1,2,5,3,1,2,9,1,2,1,1,7,2,2,2,2,1,2,2,2,1,2,2,5,2,2,2,2,2023-04-05 20:08:35.032000,2023-04-05 20:35:40.975000,2023-04-05 20:35:37.515000,0.992930811847583
.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,2,2,2,2,2,6,.,4,2,a solid court upholding the constitution,1,3,1,3,3,1,2,2,2,4,2,5,4,2,5,5,5,3,2,80.0,60.0,5,4,1,2,3,4,1,1,1,2,2,1,2,1,1944.0,78.0,4,1,1,2,5,3,1,2,55,2,2,1,5,10,3,2,2,1,1,2,2,2,1,2,3,6,2,7,1,2,2023-04-05 20:03:32.720000,2023-04-05 20:35:41.946000,2023-04-05 20:35:36.703000,0.779212955003834
.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,1,1,.,3,3,The current makeup of the US Supreme Court is definitely very conservative.,1,2,1,2,1,2,2,2,2,4,2,5,2,4,5,4,5,3,4,25.0,85.0,4,2,1,3,1,2,1,1,1,1,2,1,1,1,1947.0,76.0,4,1,1,2,3,2,3,2,36,1,4,1,3,7,2,2,2,1,2,2,2,2,1,2,3,6,2,6,5,2,2023-04-05 19:47:25.165000,2023-04-05 20:36:01.523000,2023-04-05 20:36:01.048000,0.670208255559905
.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,1,1,1,2,2,1,2,.,4,2,Ok,1,1,1,1,1,5,1,3,3,4,3,9,1,1,1,5,3,4,1,57.0,59.0,1,1,3,5,2,3,1,1,2,.,.,2,6,1,1990.0,32.0,2,2,2,2,6,4,1,.,36,1,1,2,2,97,4,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2023-04-05 20:05:03.027000,2023-04-05 20:36:24.372000,2023-04-05 20:36:24.174000,1.19900766436308
.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,1,Roe vs Wade,Edwards vs Aguillard,Brown vs Board of Education,Please vs Ferguson,Bush vs Gore,United States vs Nixon,,,,,2,2,2,2,1,2,1,2,2,4,4,4,.,.,Completely partisan and outdated. I'd rather have an AI with a pulse on the people be the Supreme Court.,1,5,1,4,.,2,2,2,2,4,2,6,1,5,1,3,4,2,5,30.0,70.0,5,1,1,5,1,2,1,1,1,1,2,1,1,1,1985.0,37.0,2,6,3,1,5,3,5,2,36,1,1,2,4,97,4,2,2,2,2,1,2,2,1,2,4,6,2,7,9,2,2023-04-05 17:03:37.479000,2023-04-05 20:36:25.938000,2023-04-05 20:36:25.414000,0.558196362727708
