Some people think that private colleges and universities should NOT be able to use race as a factor in admissions. Other people think that they should be able to.     What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Some people think that private colleges and universities should be able to use race as a factor in admissions. Other people think that they should NOT be able to.     What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Some people think that public colleges and universities should NOT be able to use race as a factor in admissions. Other people think that they should be able to.     What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Some people think that public colleges and universities should be able to use race as a factor in admissions. Other people think that they should NOT be able to.     What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","Some people think that the language in the Constitution means that only state legislatures can regulate federal elections, without oversight from state courts. Other people think that state courts can exercise this oversight as they do in other areas.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","Some people think state courts can exercise oversight over federal elections as they do in other areas. Other people think that the language in the U.S. Constitution means that only state legislatures can regulate federal elections, without oversight from state courts.","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","Colorado law prohibits businesses, including creative and artistic businesses, from discriminating against gay customers. Some people think this violates business owners’ rights to free speech. Other people think this does NOT violate business owners’ rights to free speech.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","Colorado law prohibits businesses, including creative and artistic businesses, from discriminating against gay customers. Some think such a law does NOT violate business owners’ rights to free speech. Other people think this violates business owners’ rights to free speech.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","One fourth of Alabama voters are Black. Alabama recently created seven Congressional districts, with only one of them being a majority-Black district.     Some people think the small number of districts in which Black voters are a majority violates Section 2 of the Voting Rights Act, which bans racial discrimination in voting policies, and that the state should be forced to redraw the districts. Other people disagree and say that the original plan with one majority-Black district is lawful.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","One fourth of Alabama voters are Black. Alabama recently created seven Congressional districts, with only one of them being a majority-Black district.      Some people say that the plan with one majority-Black district is lawful. Other people think the small number of districts in which Black voters are a majority violates Section 2 of the Voting Rights Act, which bans racial discrimination in voting policies, and that the state should be forced to redraw the districts.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","The Clean Water Act is a federal law that prohibits the ""discharge of pollutants"" into ""navigable waters.""     Some people think that this should be read broadly, to include things like wetlands. Other people think that this should be read narrowly, to include only things like streams, rivers, and lakes.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","The Clean Water Act is a federal law that prohibits the ""discharge of pollutants"" into ""navigable waters.""      Some people think that this should be read narrowly, to include only things like streams, rivers, and lakes. Other people think that this should be read broadly, to include things like wetlands.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",California law prohibits the sale of pork from pigs that are kept in small cages.      Some people think that such a law discriminates against commerce from other states because most pork comes from outside of California. Other people think that such a law does not discriminate against commerce from other states.      What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",California law prohibits the sale of pork from pigs that are kept in small cages.      Some people think such a law does not discriminate against commerce from other states. Other people think that such a law discriminates against commerce from other states because most pork comes from outside of California.      What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","In 1981, a photographer took a photo of the musician Prince. The artist Andy Warhol made changes to this photograph and used that to create a series of famous prints.      Some people think that when images are transformed like this, the original creator is not entitled to any payment. Other people think that the original creator is entitled to payment because the image is still recognizable.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","In 1981, a photographer took a photo of the musician Prince. The artist Andy Warhol made changes to this photograph and used that to create a series of famous prints.      Some people think that the original creator is entitled to payment because the image is still recognizable. Other people think that when images are transformed like this, the original creator is not entitled to any payment.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","Federal law states that internet companies are not responsible for hosting content that is posted by others.      Some people think that large tech companies, such as Google, can be held responsible when their algorithm recommends certain content to users. Other people think that these companies cannot be held responsible for content recommended by the company’s algorithms if that content was posted by other users.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","Federal law states that internet companies are not responsible for hosting content that is posted by others.      Some people think that large tech companies, such as Google, cannot be held responsible for content recommended by the company’s algorithms if that content was posted by other users. Other people think that these companies can be held responsible when their algorithm recommends certain content to users.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Federal law states that social media companies are not responsible for hosting content that is posted by others.     Some people think that social media companies can be held responsible for aiding and abetting terrorism for not removing content and accounts promoting terrorism. Other people think that they cannot be held responsible.      What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Federal law states that social media companies are not responsible for hosting content that is posted by others.     Some people think that social media companies cannot be held responsible for aiding and abetting terrorism not removing content and accounts promoting terrorism. Other people think that they can be held responsible.      What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","The Biden Administration announced plans to give up to $20,000 in student loan forgiveness to people who make less than $125,000 a year.     Some people think that the Biden Administration overstepped its authority with this debt forgiveness plan. Other people disagree and think that the Biden Administration did not overstep its authority.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","The Biden Administration announced plans to give up to $20,000 in student loan forgiveness to people who make less than $125,000 a year.     Some people think that the Biden Administration did not overstep its authority with this debt forgiveness plan. Other people disagree and think that the Biden Administration overstepped its authority.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Some people think that striking union workers can be held responsible for damage or loss caused to an employer’s property by employees stopping their work. Other people think that they cannot be held responsible because this would undermine the ability of union workers to strike.     What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Some people think that striking union workers cannot be held responsible for damage or loss caused to an employer’s property by employees stopping their work because this would undermine the ability of union workers to strike. Other people think that striking union workers can be held responsible.      What do you think?,"The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","In 1978, Congress enacted a law that says that Native American children who are removed from their families should be placed with extended family members or foster homes of people who are also Native American.      Some people think this law discriminates on the basis of race. Other people think it does NOT discriminate on the basis of race.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","In 1978, Congress enacted a law that says that Native American children who are removed from their families should be placed with extended family members or foster homes of people who are also Native American.      Some people think this law does NOT discriminate on the basis of race. Other people think it discriminates on the basis of race.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","A postal worker refused to work on Sundays for religious reasons. The Postal Service agreed to help him find coworkers to swap shifts with, but when he could not find any coworkers to swap with and did not show up to work multiple times, he was disciplined and then quit.     Some people think that this is NOT religious discrimination. Other people think that this is religious discrimination and that the employer should have to accommodate his beliefs and should not have disciplined him.     What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?","A postal worker refused to work on Sundays for religious reasons. The Postal Service agreed to help him find coworkers to swap shifts with, but when he could not find any coworkers to swap with and did not show up to work multiple times, he was disciplined and then quit.     Some people think that this is religious discrimination and that the employer should have to accommodate his beliefs and should not have disciplined him. Other people think that this is NOT religious discrimination.      What do you think?","The Supreme Court will be deciding this issue soon. Regardless of your personal views, how do you think the Supreme Court will decide?",Can you name any case ever heard by the U.S. Supreme Court?,"Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","Please list as many Supreme Court cases as you can in the boxes below, up to 10: (Case Name)","In a recent case called  Dobbs v. Jackson Women's Health Organization, the Supreme Court overturned its 1973 ruling in Roe v. Wade, which had established a constitutional right to an abortion under specific circumstances.   What is your opinion of the Court’s decision in Dobbs?","The Court’s 1965 ruling in a case called Griswold v. Connecticut established a constitutional right of couples to use contraception, such as the birth control pill.     Some people think that the Court should overrule Griswold and eliminate the constitutional right of couples to use contraception. Other people think that Griswold should be upheld, maintaining this right.     What do you think?","Although the Supreme Court has not announced plans to take on this issue, some have speculated that it could do so in the future. Regardless of your personal views, what do you think the Court will do?","The Court’s 2003 ruling in a case called  Lawrence v. Texas  declared that states punishing people for engaging in homosexual conduct was unconstitutional.     Some people think that the Court should overrule  Lawrence  and allow states to punish people for engaging in homosexual conduct. Other people think that  Lawrence  should be upheld, prohibiting states from doing this.      What do you think?","Although the Supreme Court has not announced plans to take on this issue, some have speculated that it could do so in the future. Regardless of your personal views, what do you think the Court will do?","The Court’s 2015 ruling in a case called  Obergefell v. Hodges  held that states must recognize same-sex marriages.     Some people think that the Court should overrule  Obergefell  and allow states to refuse to recognize same-sex marriages. Other people think that  Obergefell  should be upheld, maintaining that states must recognize same-sex marriages.     What do you think?","Although the Supreme Court has not announced plans to take on this issue, some have speculated that it could do so in the future. Regardless of your personal views, what do you think the Court will do?","The Court’s 1967 ruling in a case called  Loving v. Virginia  held that states cannot prevent two people of different races from marrying.     Some people think that the Court should overrule  Loving  and allow states to prevent two people of different races from marrying. Other people think that  Loving  should be upheld, maintaining that states cannot prevent two people of different races from marrying.     What do you think?","Although the Supreme Court has not announced plans to take on this issue, some have speculated that it could do so in the future. Regardless of your personal views, what do you think the Court will do?","Generally speaking, do you think of yourself as a ...?","Generally speaking, do you think of yourself as a ...?",Do you think of yourself as closer to the Democratic or the Republican Party?,"In the past six months, how frequently would you say you have heard political leaders from the [Democratic/Republican] Party mention the Supreme Court?","In your view, how important is it for political leaders of the [Democratic/Republican] Party to talk about the kinds of justices they would like to see appointed to the Supreme Court?",In your own words what would you say is the reputation of the Supreme Court?,0001,0002,0003,0004,"How much do you agree with the following statement:""It is important for leaders of the [Democratic/Republican] Party to criticize the Supreme Court""","The Supreme Court has nine members. For the issues that we asked you about earlier, what do you think the breakdown in the votes on the Court would typically be?",Some judges in the U.S. serve for a set number of years; others serve a life term. Do you happen to know whether the Justices of the U.S. Supreme Court serve for a set number of years or whether they serve a life term?,"Do you happen to know who has the last say when there is a conflict over the meaning of the U.S. Constitution---the U.S. Supreme Court, the U.S. Congress, or the President?",Some judges in the U.S. are elected; others are appointed to the bench. Do you happen to know if the Justices of the U.S. Supreme Court are elected or appointed to the bench?,Please select the name of the current Chief Justice of the United States from the choices below:,Please select the name of the Justice who most recently joined the U.S. Supreme Court from the choices below:,Supreme Court justices are appointed by the President of the United States. How many of the current nine justices do you think were appointed by Republican presidents?,How much do you think the political party of the appointing president affects how Supreme Court justices decide cases?,How much do you approve of the performance of the Supreme Court?,0001,0002,0003,0004,0005,Where would you place YOURSELF on the following scale?,Where would you place THE CURRENT SUPREME COURT on the following scale?,"The U.S. Supreme Court has nine members. Some people believe that Congress should expand the size of the Supreme Court, allowing the current president to appoint one or more new Justices. Do you agree or disagree that the size of the Supreme Court should be increased?","U.S. Supreme Court Justices currently serve life terms. Some people think that, instead, Suprem2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,2,2,2,2,3,4,.,.,.,Pretty good,2,2,2,2,.,1,1,1,1,4,3,6,3,3,3,2,2,1,2,53.0,52.0,3,3,3,3,1,2,2,2,.,.,.,2,6,1,1994.0,28.0,1,1,1,2,2,1,1,2,36,1,3,1,.,7,2,2,2,2,2,1,2,2,1,2,3,6,2,5,1,1,2023-04-06 06:56:06.184000,2023-04-06 07:23:23.657000,2023-04-06 07:23:23.537000,1.14094947187975
1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,1,1,1,1,1,1,1,1,1,1,.,4,2,"The judges of the Supreme Court are nominated by the President of the United States and approved by the Senate. The judges are all experienced legal scholars and practitioners, so their legal opinions and decisions are highly professional and authoritative.",2,2,3,2,1,1,2,2,1,4,5,4,2,2,3,2,2,3,2,37.0,57.0,2,2,2,2,3,4,1,1,1,1,1,1,1,2,1984.0,38.0,2,1,1,2,5,3,1,1,26,2,1,1,1,10,3,2,1,1,2,2,2,1,2,1,2,4,1,5,5,1,2023-04-06 06:50:36.606000,2023-04-06 07:23:51.178000,2023-04-06 07:23:50.720000,0.94138563921018
2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,1,1,.,2,4,Have a good reputation.,2,3,3,3,1,3,1,2,1,2,2,8,1,1,3,3,3,3,3,6.0,1.0,3,3,2,1,3,4,1,1,1,1,1,1,2,2,1979.0,43.0,2,1,3,1,2,1,1,2,37,3,1,1,1,4,1,2,1,2,2,2,1,2,2,1,3,5,2,6,9,1,2023-04-06 06:24:55.098000,2023-04-06 07:28:05.396000,2023-04-06 07:28:01.863000,0.691537029739534
.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,1,Collins v. Virginia,Obergefell v. Hodges,,,,,,,,,1,2,1,1,2,1,1,2,2,2,6,.,3,5,"The decisions of the U.S. Supreme Court are often seen as having enormous influence and authority, affecting not only the U.S. legal system, but also international legal, political, and economic fields.",3,3,2,2,3,4,2,2,2,3,3,7,3,3,3,2,4,3,3,39.0,34.0,3,3,2,2,1,2,2,2,.,.,.,2,6,2,1996.0,26.0,1,1,1,2,2,1,1,1,29,2,1,1,1,10,3,2,1,2,1,2,2,2,1,1,4,5,2,7,9,2,2023-04-06 06:52:28.267000,2023-04-06 07:28:54.988000,2023-04-06 07:28:54.882000,1.51310556776223
.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,1,1,1,1,1,3,4,.,.,.,Very good,2,3,2,3,.,4,1,2,2,4,4,4,2,2,3,3,3,3,2,60.0,71.0,2,2,3,1,2,3,2,2,.,.,.,2,6,2,1996.0,26.0,1,7,4,2,4,2,1,.,36,1,1,2,1,6,2,2,2,2,1,2,2,2,1,2,3,5,2,6,9,2,2023-04-06 06:51:56.238000,2023-04-06 07:31:10.063000,2023-04-06 07:31:01.701000,1.2467616751377
2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,2,2,2,2,3,4,.,.,.,Pretty good,3,2,2,3,.,1,1,1,1,3,2,4,1,3,3,3,2,3,2,54.0,55.0,3,3,3,2,1,2,2,2,.,.,.,2,6,2,1989.0,33.0,2,1,1,2,2,1,1,1,51,3,2,1,.,5,1,2,2,2,2,1,2,2,1,2,2,5,1,3,2,1,2023-04-06 07:03:39.496000,2023-04-06 07:33:10.264000,2023-04-06 07:33:09.708000,0.752086712281225
2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,1,2,1,2,2,1,1,.,2,1,Have a good reputation.,3,2,3,3,1,2,1,2,2,4,3,7,3,1,3,3,3,3,3,10.0,5.0,4,3,2,1,1,2,1,1,1,1,4,1,1,2,1994.0,28.0,1,1,1,2,3,2,1,1,12,3,1,1,.,11,3,2,1,2,2,2,2,2,1,1,3,5,2,6,9,1,2023-04-06 06:36:05.357000,2023-04-06 07:34:12.249000,2023-04-06 07:34:12.102000,1.04480410398622
2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,1,1,2,1,2,1,2,1,1,2,.,4,1,I feel their reputation is as it was before,3,2,1,4,2,2,2,1,2,2,2,4,4,1,1,4,2,2,2,44.0,84.0,2,4,1,2,3,4,2,2,.,.,.,2,6,1,2002.0,20.0,1,2,2,2,2,1,5,2,53,4,2,1,.,13,3,2,1,2,1,2,2,1,2,1,3,1,1,1,2,1,2023-04-06 07:27:04.561000,2023-04-06 07:35:30.742000,2023-04-06 07:35:30.569000,1.01113616201703
1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,Roe v. Wade ,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,.,2,2,"It not only did it circle the drain, it got flushed. I never thought I would live to see such corruption in the highest court in the land. We need to expand the number of judges and establish rule of ethics for said justices.",1,5,1,5,4,2,2,2,2,4,2,6,1,5,4,1,5,1,5,17.0,100.0,1,1,1,3,1,2,2,2,2,.,.,1,1,2,1953.0,69.0,4,5,4,2,3,2,4,2,36,1,2,3,5,2,1,2,2,2,1,2,2,2,1,2,1,6,2,1,12,1,2023-04-06 07:16:06.369000,2023-04-06 07:41:41.236000,2023-04-06 07:41:36.395000,0.781892328903562
.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,1,1,1,1,2,2,7,.,1,4,Of being a bunch of idiots,4,3,3,4,1,1,1,2,2,4,4,5,1,3,1,1,1,1,2,100.0,100.0,5,3,3,5,3,5,1,1,1,2,2,1,2,1,1971.0,51.0,3,1,1,2,3,2,5,2,6,4,1,1,1,10,3,2,2,2,2,1,2,2,1,2,2,6,2,5,11,2,2023-04-06 07:21:07,2023-04-06 07:43:05.698000,2023-04-06 07:43:02.203000,0.856405089893714
.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,1,1,3,3,.,.,.,"Professionalism, equality and transparency",3,3,2,2,.,3,1,2,2,4,5,3,2,2,2,1,2,2,2,46.0,69.0,2,2,3,3,2,3,2,2,2,.,.,2,6,1,2001.0,21.0,1,2,2,2,2,1,5,2,48,3,4,2,.,3,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2023-04-06 07:28:52.567000,2023-04-06 07:44:37.011000,2023-04-06 07:44:36.875000,0.978479006222351
.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,1,roe VS wade,,,,,,,,,,1,2,2,2,2,2,2,2,2,3,4,.,.,.,politically biased,3,3,1,5,.,3,2,2,2,4,2,5,1,5,4,3,4,1,4,40.0,60.0,5,1,2,5,2,3,2,2,2,.,.,2,6,1,1981.0,41.0,2,6,4,2,3,2,5,2,49,4,1,1,4,2,1,2,2,2,2,1,2,2,1,2,4,6,2,7,10,2,2023-04-06 07:19:38.169000,2023-04-06 07:44:43.245000,2023-04-06 07:44:42.824000,1.13321749147681
.,.,.,.,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,1,2,2,1,1,1,1,.,2,4,Have a good reputation.,3,3,2,3,3,3,1,2,1,4,3,7,3,1,3,3,3,3,3,9.0,5.0,3,2,1,1,3,4,1,1,1,1,1,1,1,1,1973.0,49.0,3,1,1,2,3,2,1,2,37,3,1,1,1,10,3,2,1,2,2,2,2,1,2,1,2,5,2,5,9,2,2023-04-06 06:58:07.177000,2023-04-06 07:49:01.982000,2023-04-06 07:48:55.485000,1.01868734371346
.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,1,2,2,1,1,1,2,.,3,3,It is good,2,3,3,2,2,2,2,2,2,2,2,5,3,2,2,3,2,2,2,49.0,59.0,2,3,2,1,2,3,1,1,1,1,3,1,1,2,2000.0,23.0,1,1,1,2,2,1,1,2,36,1,1,2,.,9,2,2,2,2,1,2,2,2,1,2,2,4,1,6,2,2,2023-04-06 06:49:04.548000,2023-04-06 07:55:45.523000,2023-04-06 07:55:45.373000,1.23484972972523
1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,,,,,,,,,,1,2,2,1,1,2,2,1,1,1,1,.,3,1,Have a good reputation.,3,3,2,3,1,3,1,2,1,1,2,7,3,1,3,3,3,3,2,6.0,8.0,3,3,1,1,1,2,1,1,1,1,4,1,1,1,1975.0,47.0,3,1,1,2,4,2,1,1,36,1,1,1,1,12,3,2,1,2,2,2,2,2,1,1,3,5,2,6,9,1,2023-04-06 07:39:16.078000,2023-04-06 07:56:22.144000,2023-04-06 07:56:21.681000,0.917399775190791
.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,1,1,2,2,5,8,8,.,.,I don't know,5,5,1,5,.,3,1,3,1,1,2,7,5,5,5,5,5,5,5,48.0,50.0,5,5,7,5,4,6,2,2,.,.,.,2,6,2,1974.0,48.0,3,1,1,2,3,2,1,2,48,3,4,3,8,9,2,2,1,2,2,2,2,2,1,2,2,3,2,1,11,2,2023-04-06 07:44:25.323000,2023-04-06 07:57:12.879000,2023-04-06 07:57:03.484000,0.713980658304559
2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,3,4,.,.,.,Pretty good,2,2,2,1,.,2,1,1,1,3,3,3,3,3,2,2,2,2,2,55.0,60.0,3,3,3,3,1,2,2,2,.,.,.,2,6,2,1996.0,26.0,1,1,1,2,4,2,1,1,6,4,1,1,.,3,1,2,2,2,2,1,2,2,1,2,3,5,2,6,1,1,2023-04-06 07:45:49.697000,2023-04-06 07:58:19.786000,2023-04-06 07:58:19.403000,0.842268789521983
.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,1,Roe v Wade,Dread Scott,Brown v BOE,Bush v Gore,,,,,,,1,2,2,2,2,1,2,2,2,3,5,.,.,.,In great danger.,1,2,1,3,.,1,2,1,2,4,5,5,3,2,3,3,2,2,2,66.0,53.0,5,2,1,2,2,3,1,1,1,2,2,1,2,1,1969.0,54.0,3,1,1,2,3,2,5,2,27,2,2,3,4,4,1,2,2,2,1,2,2,2,1,2,4,5,2,6,9,2,2023-04-06 07:25:50.557000,2023-04-06 08:00:11.714000,2023-04-06 08:00:03.201000,1.49188632108484
2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,1,2,1,2,1,2,1,2,5,4,4,.,.,Bad,4,2,3,4,.,1,3,2,2,2,4,8,3,3,3,2,4,2,3,64.0,55.0,2,4,3,2,2,3,1,1,2,.,.,1,6,2,1977.0,45.0,3,1,1,2,5,3,3,1,6,4,3,2,1,6,2,2,1,2,1,2,2,2,1,2,4,3,2,3,11,1,2023-04-06 07:58:33.255000,2023-04-06 08:02:22.147000,2023-04-06 08:02:21.353000,0.710769544456389
.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,2,2,2,2,1,2,.,4,3,Not too bad.,1,2,2,2,2,3,1,2,2,4,4,3,3,2,2,4,3,4,3,30.0,70.0,4,2,3,1,2,3,2,2,.,.,.,2,6,1,1994.0,28.0,1,1,3,1,4,2,1,1,48,3,1,1,1,11,3,2,2,2,2,1,2,2,1,2,3,4,2,5,11,2,2023-04-06 06:28:57.256000,2023-04-06 08:03:20.951000,2023-04-06 08:03:20.791000,1.02099808876635
