,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q41a,q42a,q41b,q42b,q43a,q44a,q43b,q44b,q38,q25,q26,q27,q28,q29,q39,q40,q30,q31,q32,q33,q34,q35,q36,q45,q46,newsint,cablenews,ideo3,ideo5,votereg,votereg2,pid3,pid7,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bor.gain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,caseid,weight,gayadoption_per,gayadoption_court,acatax_per,acatax_court,acasev_per,acasev_court,azprovballot_per,azprovballot_court,azcollectballot_per,azcollectballot_court,donors_per,donors_court,schoolspeech_per,schoolspeech_court,juvcrime_per,juvcrime_court,databases_per,databases_court,ncaa_per,ncaa_court,covidchurch_per,covidchurch_court,unions_per,unions_court,agencies_per,agencies_court,warrants_per,warrants_court,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,diffuse2,diffuse3,diffuse1,diffuse4,diffuse5,ideology_perso.l,ideology_court,courtexpand,courttermlimits,polinterest,ideology3,ideology5,pid3_recoded,ideal,ideal_sotomayor,ideal_kagan,ideal_breyer,ideal_roberts,ideal_kava.ugh,ideal_barrett,ideal_gorsuch,ideal_alito,ideal_thomas,ideal_courtmajority,gayadoption_scotus,acatax_scotus,acasev_scotus,azprovballot_scotus,azcollectballot_scotus,donors_scotus,schoolspeech_scotus,juvcrime_scotus,databases_scotus,ncaa_scotus,covidchurch_scotus,unions_scotus,agencies_scotus,warrants_scotus,idealg,perception,idealg_sotomayor,idealg_kagan,idealg_breyer,idealg_roberts,idealg_kava.ugh,idealg_barrett,idealg_gorsuch,idealg_alito,idealg_thomas,idealg_courtmajority
2103,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,4,2,1,3,1,4,6,2,2,2,2,1,2,71,79,2,1,1,1,3,5,1,1,3,4,1,2,1,1998,22,1,2,2,3,2,5,2,17,2,1,2,.,3,1,2,2,2,2,1,2,2,1,2,3,5,2,6,11,1,41:34.0,01:59.5,01:59.1,1420750751,1.871760368,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,1,1,0,3,0,1,0,4,0,6,0,1,4,2,2,2,2,1,2,71,79,2,1,1,3,5,3,-0.927207359,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.921523828,0.561213437,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2104,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,2,3,2,2,1,4,4,3,2,2,2,3,1,90,87,3,3,2,1,2,3,2,2,1,1,2,6,2,2001,19,1,3,3,2,1,5,1,32,4,2,2,.,7,2,.,.,.,.,1,1,.,.,1,1,1,1,1,11,2,00:14.5,03:09.6,03:08.5,1422959921,3.465398073,2,1,2,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,3,0,2,1,2,1,1,0,4,0,4,1,3,2,3,2,2,2,3,1,90,87,3,3,2,2,3,1,-0.188945999,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.272993069,-1.625119908,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2105,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,2,1,3,1,3,5,1,1,2,2,3,4,4,16,28,2,3,7,1,2,3,2,2,3,4,2,6,1,1996,24,1,1,1,2,1,5,2,36,1,1,1,.,2,1,.,.,.,.,1,.,1,.,2,1,5,2,2,6,2,02:59.6,04:59.5,04:56.9,1423728849,1.246823907,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,0,3,0,1,0,3,0,5,1,1,0,1,2,1,2,3,2,4,4,16,28,2,3,7,2,3,3,0.788506169,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.846083651,-0.691915006,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2106,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,5,2,2,2,.,5,5,1,4,3,2,2,2,85,58,5,3,1,2,3,4,1,1,3,4,1,2,1,1932,88,4,1,1,3,2,1,2,18,2,4,1,5,4,1,.,.,.,.,1,.,.,1,2,1,3,2,1,1,1,36:37.7,05:38.2,05:37.3,1423681431,0.89783448,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,.,0,5,1,5,0,4,5,1,3,2,4,2,2,85,58,5,3,1,3,4,3,1.18466896,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.217757866,1.086061655,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2107,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,1,5,2,2,2,4,4,6,4,5,3,5,4,4,63,47,5,4,3,5,3,4,1,1,3,5,1,2,1,1950,70,4,1,1,3,2,1,2,16,4,4,1,5,5,1,.,1,.,1,.,.,.,1,2,1,2,1,1,12,2,42:47.3,05:47.9,05:39.7,1423616361,0.615395248,2,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,4,1,4,0,6,0,4,5,4,3,5,5,4,4,63,47,5,4,3,3,4,3,1.577140527,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.557555819,-1.00817071,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2108,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,5,2,1,2,2,1,9,1,3,5,1,2,1,91,92,4,1,3,2,3,5,1,1,2,7,2,6,2,1955,65,4,3,3,1,1,1,2,48,3,4,1,5,3,1,.,.,.,.,1,.,.,1,2,2,5,2,2,2,1,45:18.0,06:18.1,06:17.2,1423959441,2.490369797,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,0,2,1,2,0,1,0,9,0,2,5,1,5,1,3,2,1,91,92,4,1,3,3,5,2,-0.433372238,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.479267891,-0.481831759,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2109,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,5,2,2,2,4,5,5,2,5,3,3,4,5,40,86,3,2,1,3,1,2,1,1,1,1,1,1,1,1952,68,4,1,1,4,2,5,2,34,1,2,2,5,97,4,2,2,2,2,1,2,2,1,2,2,6,2,1,12,1,41:57.3,06:25.7,06:17.1,1423815339,0.809943676,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,2,1,4,1,5,1,5,0,5,5,2,3,3,5,4,5,40,86,3,2,1,1,2,1,-1.369779041,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.358195696,-0.314220895,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2110,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,3,2,3,2,4,3,5,3,4,3,1,1,3,57,46,5,5,3,3,3,4,1,1,1,1,1,1,1,1968,52,3,2,2,1,1,1,2,17,2,1,2,6,2,1,.,.,.,.,1,2,2,1,2,2,2,1,2,12,2,36:46.1,06:54.2,06:53.6,1423455277,0.996871293,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,3,0,2,1,4,1,3,0,5,0,3,3,3,3,1,4,1,3,57,46,5,5,3,3,4,1,0.576399924,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.61813087,0.61906968,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2111,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,1,3,3,2,4,5,9,5,3,3,3,3,3,54,57,4,4,3,1,3,4,1,1,3,4,1,2,2,1952,69,4,3,3,5,3,1,2,48,3,1,1,5,3,1,.,.,.,1,1,.,.,1,2,1,1,1,1,12,2,52:50.3,07:28.7,07:24.1,1423984481,1.041713357,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,3,0,3,0,2,1,4,1,5,1,9,0,3,1,5,3,3,3,3,3,54,57,4,4,3,3,4,3,-0.033013656,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.046317489,0.275176146,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2112,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,3,1,1,3,1,5,10,3,1,5,1,1,1,56,98,3,1,4,5,2,3,1,1,1,2,2,6,1,1961,59,3,1,1,2,1,1,2,42,1,4,2,6,2,1,2,2,2,1,2,2,2,1,2,1,5,1,3,1,1,51:30.0,08:03.6,07:54.9,1423984273,1.382445216,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,0,1,0,3,0,1,0,5,1,10,0,1,3,3,5,1,1,1,1,56,98,3,1,4,2,3,1,1.444922319,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.529704967,1.300469527,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2113,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,5,2,2,2,4,5,5,5,5,1,5,5,5,53,98,5,5,4,5,4,6,2,2,3,4,2,6,2,1955,65,4,2,2,5,3,1,2,29,2,1,2,5,97,4,.,.,.,.,1,.,.,1,2,4,7,2,1,11,2,37:05.9,08:43.5,08:11.6,1423608195,1.468353868,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,4,1,5,1,5,0,5,5,5,1,5,5,5,5,53,98,5,5,4,4,6,3,0.56811288,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.583855224,0.579689719,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2114,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,.,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,5,2,2,1,2,1,5,3,2,3,4,2,2,49,90,2,3,3,3,2,3,1,1,1,2,1,6,2,1973,47,3,3,3,5,3,2,2,48,3,2,1,.,5,1,.,1,.,.,.,.,1,.,1,1,1,1,1,9,2,08:42.2,11:34.7,11:32.2,1423986621,1.269628406,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,.,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,0,2,0,1,0,5,0,2,5,3,3,4,2,2,2,49,90,2,3,3,2,3,1,0.945392765,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.080974149,-1.152738641,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2115,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,5,2,2,2,4,5,6,3,5,2,3,4,4,69,63,5,2,2,5,3,4,1,1,3,5,1,2,1,1959,62,3,1,1,2,1,1,2,51,3,2,1,5,6,2,.,.,.,1,.,.,.,1,2,3,6,2,6,11,1,40:22.4,11:36.8,11:35.9,1423973275,1.018069148,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,4,1,5,1,6,0,5,5,3,2,3,5,4,4,69,63,5,2,2,3,4,3,1.383032747,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.422319202,0.862266333,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2116,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,5,3,1,3,3,3,10,3,4,3,3,1,2,63,77,2,1,1,4,1,1,1,1,2,6,1,1,2,1971,50,3,2,2,2,1,2,2,40,3,4,2,4,1,1,.,.,.,1,.,.,.,1,2,1,7,1,2,11,1,35:53.2,12:57.5,12:49.9,1423303405,0.634027839,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,3,0,1,0,3,0,3,0,3,0,10,0,0,5,3,3,3,4,1,2,63,77,2,1,1,1,1,2,0.357166156,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.346284475,0.825680214,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2117,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,5,1,3,2,1,5,6,2,3,3,2,2,3,52,30,3,2,4,5,2,3,1,1,2,6,1,3,2,1983,38,2,3,3,3,2,1,1,41,4,2,1,7,6,2,.,.,.,1,.,.,.,1,2,4,6,2,6,10,1,41:37.9,14:27.4,14:24.9,1423932257,0.130090252,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,0,3,0,2,1,1,0,5,1,6,0,2,5,2,3,2,3,2,3,52,30,3,2,4,2,3,2,0.440172572,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.443719278,-0.354444349,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2118,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,3,2,2,2,5,5,7,2,5,2,2,3,4,48,69,2,1,2,1,2,3,1,1,1,1,1,1,1,1964,56,3,1,1,2,1,5,2,48,3,1,2,4,5,1,.,.,.,.,1,.,.,1,2,4,6,2,7,9,1,59:26.8,14:34.0,14:28.8,1423985443,0.894980133,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,5,0,5,1,7,0,4,3,2,2,2,5,3,4,48,69,2,1,2,2,3,1,-0.405123951,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.437861692,0.200187164,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2119,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,2,4,2,2,2,4,5,6,2,4,1,2,4,4,66,70,4,4,2,5,2,3,2,2,3,5,2,6,2,1950,70,4,3,3,5,3,1,2,12,3,1,2,5,10,3,2,2,2,2,1,2,2,1,1,2,3,2,3,2,2,57:35.2,14:44.9,14:37.6,1423023879,1.44916153,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,4,1,5,1,6,0,5,4,2,1,2,4,4,4,66,70,4,4,2,2,3,3,1.093336302,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.099794798,-0.365570715,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2120,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,4,1,1,1,4,2,3,3,3,2,1,1,2,34,55,2,2,3,1,1,1,1,1,3,3,2,6,1,1985,35,2,1,1,2,1,1,1,24,3,1,1,1,11,3,2,2,2,2,1,1,2,2,1,2,4,2,6,9,2,49:29.8,15:28.4,15:13.6,1423983967,1.334454536,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,0,1,0,1,0,4,1,2,0,3,0,1,4,3,2,1,3,1,2,34,55,2,2,3,1,1,3,0.173521456,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.18475442,0.187460402,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2121,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,1,2,2,2,4,5,6,3,3,3,3,3,3,51,51,3,3,3,5,2,3,1,1,3,4,1,2,1,1973,48,3,1,1,2,1,5,2,12,3,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,5,2,2,2,2,05:06.3,16:29.8,16:14.4,1423986161,1.018069148,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,4,1,5,1,6,0,5,1,3,3,3,3,3,3,51,51,3,3,3,2,3,3,1.587583972,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.553803013,1.571919864,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2122,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,4,2,2,2,4,5,5,1,4,4,2,1,4,100,47,5,3,1,2,3,4,1,1,3,4,1,2,1,1949,71,4,1,1,2,1,1,2,29,2,3,1,5,97,4,.,.,1,.,.,.,.,1,2,1,7,1,2,1,1,50:03.7,16:59.8,16:54.6,1423964321,1.081400871,2,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,4,1,5,1,5,0,5,4,1,4,2,4,1,4,100,47,5,3,1,3,4,3,2.217699613,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,2.137542371,-1.996954276,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2123,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,4,2,2,3,5,5,5,2,4,3,3,2,3,50,70,2,2,4,5,4,6,1,1,5,8,1,1,2,1993,27,1,3,3,5,3,1,2,42,1,3,1,4,97,4,.,.,.,.,1,.,.,1,2,3,6,2,6,2,1,56:07.7,17:16.2,16:59.3,1423076181,0.76283133,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,3,0,5,0,5,1,5,0,3,4,2,3,3,4,2,3,50,70,2,2,4,4,6,3,-0.766518068,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.859848359,-0.405989023,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2124,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,3,2,3,2,5,5,6,5,5,3,4,3,4,98,70,5,1,1,2,3,5,1,1,2,7,1,2,1,1946,74,4,1,1,2,1,1,2,36,1,4,1,5,97,4,.,.,.,1,.,1,.,.,2,1,2,2,1,2,1,53:30.8,17:39.6,15:00.7,1423863035,0.773271561,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,3,0,2,1,5,0,5,1,6,0,3,3,5,3,4,5,3,4,98,70,5,1,1,3,5,2,-0.233992859,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.244544153,-0.255581642,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
2125,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,5,2,2,2,4,5,5,4,3,3,3,3,3,7,86,1,1,1,3,1,1,1,1,1,2,1,1,1,1949,71,4,1,1,2,1,4,2,4,4,2,1,5,5,1,2,2,1,1,2,1,2,2,2,4,6,2,7,10,2,46:42.7,17:40.7,17:30.9,1423915747,0.880760252,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,4,1,5,1,5,0,5,5,4,3,3,3,3,3,7,86,1,1,1,1,1,1,-0.731694032,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.854234975,1.365567831,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
