,V100,V102,V403,V403b,SBB300A,SBB301A,SBB300B,SBB301B,SBB302A,SBB303A,SBB302B,SBB303B,SBB304A,SBB305A,SBB304B,SBB305B,SBB306A,SBB307A,SBB306B,SBB307B,SBB308A,SBB309A,SBB308B,SBB309B,SBB310A,SBB311A,SBB310B,SBB311B,SBB312A,SBB313A,SBB312B,SBB313B,SBB314A,SBB315A,SBB314B,SBB315B,SBB316A,SBB317A,SBB316B,SBB317B,SBB318A,SBB319A,SBB318B,SBB319B,ideology_court,countermajoritarianism1,trust,countermajoritarianism2,approval,number_justices,justice_selection,current_chief,SBB330,SBB331,SBB332,SBB333,SBB334,SBB335,SBB336,SBB337a,SBB338,SBB339,SBB350,SBB351,SBB352,SBB353,SBB354,SBB355,SBB356,randtreat_SBB401,randtreat_SBB421,randtreat_SBB423,randtreat_SBB425,SBA401aa,SBA401ab,SBA401ac,SBA401ba,SBA401bb,SBA401bc,SBB401ca,SBB401cb,SBB401cc,SBB411cp,SBB412cp,SBB413cp,SBB414cp,SBB415cp,SBB421,SBB423,SBB430,CC301b,CC301c,CC301_1,CC301_2,CC301_3,CC301_4,CC301_5,CC302,CC305,CC306,CC307,CC308a,CC308b,CC308c,CC308d,CC308e,CC309a,CC309b,CC309c,CC309d,CC310a,CC310b,CC310c,CC310d,CC315a,CC315b,CC315c,CC316,CC317,CC317_t,CC320,CC321,CC322_1,CC322_2,CC322_3,CC322_4,CC322_5,CC322_6,CC324,CC325,CC326,CC327,CC328,CC329,CC332A,CC332B,CC332C,CC332D,CC332E,CC332F,CC332G,CC332H,CC332I,CC332J,ideology7_perso.l,CC334B,CC334C,CC334D,CC334E,CC334M,CC334F,CC334G,CC334H,CC334I,CC334Hb,CC334Ib,CC334J,CC334K,CC334L,CC335a1,CC335a2,CC335b1,CC335b2,CC335c1,CC335c2,CC350,CC351,CC352a,CC352b,CC354,CC355,CC355_t,CC355a,CC355a_t,CC355b,CC355b_t,CC356,CC356_t,CC356a,CC356a_t,CC390,CC390_t,CC390a,CC390a_t,V201,V202,V203,V204,V205,V206,age,gender,V209,V209_t,race,V211_t,pid3_profile,V212b,pid3_branch_profile,pid7_profile,educ,V214,V215,V216,V217,V218,V219,V219_t,V220,V220_t,V222,V222_t,V223,V223_t,V224,V224_t,V225,V225_t,V226,V226_t,V227,V227_t,V228,V228_t,V229,V229_t,V230,V230_t,V231,V231_t,V232,V232_t,V233,V233_t,V234,V234_t,V235,V235_t,V236,V236_t,V237,V237_t,V238,V238_t,V239,V239_t,V240,V240_t,V241,V242,ideology5_perso.l,V244,V246,V250,V251,V252,V253,V254,V255,V256,V258,V259,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V290,V294,V295,V302,V501,V502,V503,V504,V505,V506,V507,V508,V509,V510,V511,V512,V513,V514,V515,V516,V517,V518,V519,V520,V521,V522,V523,V524,V525,V526,V527,V528,V529,V530,V531,V532,V533,V534,V535,V536,V537,V538,V539,V540,V541,V542,V543,V544,V545,V546,V547,V548,V549,V550,V551,V552,V553,V554,V555,V556,V557,V558,V559,V560,V561,V562,V563,V564,V565,V566,V567,V568,V569,V570,V571,V572,V573,V574,V575,V576,V577,V578,V579,V580,V581,V582,V583,V584,V585,V586,V587,V588,V589,V590,V591,V592,V593,V594,V595,V596,V597,V598,V599,V600,V601,V602,V603,V604,V605,V606,V607,CC401,CC402a_t,CC402a,CC402b_t,CC402b,CC403,CC404,CC405a,CC405b_1,CC405b_2,CC405b_3,CC405c,CC410a_t,CC410a,CC410b_t,CC410b,CC411_t,CC411,CC412_t,CC412,CC410a_nv_t,CC410a_nv,CC410b_nv_t,CC410b_nv,CC411_nv_t,CC411_nv,CC412_nv_t,CC412_nv,CC412a,CC412b,CC413a,CC413b,CC413c,CC413d,CC414_1,CC414_2,CC414_3,CC414_4,CC414_5,CC414_6,CC414_7,CC415r,CC416r,CC417a_1,CC417a_2,CC417a_3,CC417a_4,CC417a_5,CC417a_6,CC417bx_t,CC417bx_1,CC417bx_2,CC417bx_3,CC417bx_4,CC417bx_5,CC417bx_6,CC417bx_7,CC417bx_8,CC417bx_9,CC417c,CC425a,CC425b_1,CC425b_2,CC425b_3,CC425b_4,CC418a,CC418b_t,CC418bx_1,CC418bx_2,CC418bx_3,CC418bx_4,CC418bx_5,CC418bx_6,CC418bx_7,CC418bx_8,CC418bx_9,CC418bx_10,CC418bx_11,CC421_t,pid3_recapture,pid3_recapture_demstrength,pid3_recapture_repstrength,pid3_recapture_lean,CC422a,CC422b,CC423a,CC423b,CC423c,CC423a_other,CC423b_other,CC423c_other,CC424,V201_post,V202_post,V203_post,V204_post,V205_post,V206_post,V276_post,V277_post,V278_post,V292_post,V302_post,V501_post,V502_post,V503_post,V504_post,V505_post,V506_post,V507_post,V508_post,V509_post,V510_post,V511_post,V512_post,V513_post,V514_post,V515_post,V516_post,V517_post,V518_post,V519_post,V520_post,V521_post,V522_post,V523_post,V524_post,V525_post,V526_post,V527_post,V528_post,V529_post,V530_post,V531_post,V532_post,V533_post,V534_post,V535_post,V536_post,V537_post,V538_post,V539_post,V540_post,V541_post,V542_post,V543_post,V544_post,V545_post,V546_post,V548_post,V549_post,V550_post,V551_post,V552_post,V553_post,V554_post,V555_post,V556_post,V557_post,V558_post,V559_post,V560_post,V561_post,V562_post,V563_post,V564_post,V565_post,V566_post,V567_post,V568_post,V569_post,V570_post,V571_post,V572_post,V573_post,V574_post,V575_post,V576_post,V577_post,V578_post,V579_post,V580_post,V581_post,V582_post,V583_post,V584_post,V585_post,V586_post,V587_post,V588_post,V589_post,V590_post,V591_post,V592_post,V593_post,V594_post,V595_post,V596_post,V597_post,V598_post,V599_post,V600_post,V601_post,V602_post,V603_post,V604_post,V605_post,V606_post,V607_post,V401,V402,V404,V405,citizensunited_per,citizensunited_court,sexoffenders_per,sexoffenders_court,guncontrol_per,guncontrol_court,religoussymbols_per,religoussymbols_court,affaction_per,affaction_court,voterid_per,voterid_court,cappunish_per,cappunish_court,raceschools_per,raceschools_court,pbabortion_per,pbabortion_court,guanta.mo_per,guanta.mo_court,number_justices_correct,justice_selection_correct,current_chief_correct,total_correct,pid7_recapture,ideal,ideal_stevens,ideal_oconnor,ideal_scalia,ideal_kennedy,ideal_souter,ideal_thomas,ideal_ginsburg,ideal_breyer,ideal_roberts,ideal_alito,ideal_sotomayor,ideal_courtmajority,ideal_rob.tct1,ideal_rob.tct2,ideal_rob.tct3,citizensunited_scotus,sexoffenders_scotus,guncontrol_scotus,religoussymbols_scotus,affaction_scotus,voterid_scotus,cappunish_scotus,raceschools_scotus,pbabortion_scotus,guanta.mo_scotus,idealg,perception,idealg_stevens,idealg_oconnor,idealg_scalia,idealg_kennedy,idealg_souter,idealg_thomas,idealg_ginsburg,idealg_breyer,idealg_roberts,idealg_alito,idealg_sotomayor,idealg_rob.tct1,idealg_rob.tct2,idealg_rob.tct3,idealg_courtmajority,weight
1,70873,0.223076063,1,1,.,.,2,2,.,.,2,2,.,.,2,2,1,1,.,.,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,1,1,.,.,.,.,1,1,2,1,2,4,2,3,2,3,6,5,4,4,4,3,3,1,1,3,.,.,.,.,.,.,.,2,1,2,2,__.__,__.__,__.__,Deposit it and then pay down debt.,Second thought - deposit it and pay down debt,Third thought - deposit it and pay down debt,__.__,__.__,__.__,4,1,1,4,1,1,2,4,3,3,2,1,1,1,2,4,1,1,2,3,4,2,2,2,2,2,2,1,3,3,3,2,1,3,4,4,2,__.__,3,3,.,2,.,2,1,2,2,2,2,4,2,3,2,1,2,2,.,1,2,.,2,.,6,4,2,2,3,7,3,.,2,4,.,.,8,6,.,8,8,1,1,.,.,3,6,2,.,1,8,__.__,.,__.__,.,__.__,2,__.__,.,__.__,2,__.__,.,__.__,17754,.,1,1,.,42,1942,1,1,,1,__.__,2,__.__,.,6,6,1,1,1,2,1,1,__.__,2,__.__,.,__.__,1,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,1,1,3,1,12,1,,2,1,1,1,2,10,2,10,2,4,2,1,1,1,2,2,2,2,2,1,1,1,5,42081,Lycoming PA,.,.,2,8,2,42,"Glenn Thompson, Jr.",Republican,M,0,Won Primary,0,Against,Against,Against,Against,Against,For,"Bob Casey, Jr.",Democratic,M,For,For,For,For,0,Arlen Specter,Democratic,M,For,For,For,For,1,Edward Rendell,Democratic,M,1,Michael Pipe,M,0,"Glenn Thompson, Jr.",M,1,,,,,,,,,__.__,Joe Sestak,M,0,Pat Toomey,M,0,,,,.,,,.,,,.,Dan Onorato,M,0,Tom Corbett,M,0,,,,.,,,,.,Pennsylvania State General Assembly,Pennsylvania State House of Representatives,Michael Pipe,,,,,,,,,"Glenn Thompson, Jr.",,,,,,,,,,,,,Mark B. McCracken,Glenn W. Thompson,,,,,5,,.,,.,1,.,1,.,.,.,.,__.__,2,__.__,.,__.__,2,__.__,2,__.__,.,__.__,.,__.__,.,__.__,.,.,.,5,5,2,2,2,2,2,2,1,2,2,98,4,2,1,2,1,2,2,__.__,2,2,2,2,2,1,1,2,2,100,1,2,1,1,1,2,__.__,.,.,.,.,.,.,.,.,.,.,.,__.__,2,.,2,.,1,4,6,6,.,__.__,__.__,__.__,2,17754,.,1,.,.,42,5,42081,Lycoming PA,PA,42,"Glenn Thompson, Jr.",Republican,M,0,Won Primary,0,Against,Against,Against,Against,Against,For,"Bob Casey, Jr.",Democratic,M,For,For,For,For,0,Arlen Specter,Democratic,M,For,For,For,For,1,Edward Rendell,Democratic,M,1,Michael Pipe,M,0,"Glenn Thompson, Jr.",M,1,,,,,,,,,Joe Sestak,M,0,Pat Toomey,M,0,,,,.,,,.,,,.,Dan Onorato,M,0,Tom Corbett,M,0,,,,.,,,,.,Pennsylvania State General Assembly,Pennsylvania State House of Representatives,Michael Pipe,,,,,,,,,"Glenn Thompson, Jr.",,,,,,,,,,,,,Mark B. McCracken,Glenn W. Thompson,,,,,10/27/2010 8:14,10/27/2010 8:41,11/8/2010 8:58,11/8/2010 9:12,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,3,6,0.821131212,-1.853587559,-0.085715142,1.566034168,0.229451946,-1.165294214,2.600594782,-1.205477506,-1.071027909,0.960281795,1.090611227,-1.359886036,0.213864258,0.052899195,0.016955189,0.07600695,1,1,2,1,2,1,1,2,1,2,0.906638079,0.922738786,-1.873125421,-0.191979138,1.424084652,0.102565074,-1.218281593,2.43990404,-1.252127413,-1.124709537,0.818112185,0.95004394,-1.38992163,-0.162128232,-0.130556036,-0.145504127,0.088610379,0.223076063
2,16340,0.914069275,1,1,.,.,2,1,2,2,.,.,.,.,1,2,1,1,.,.,2,2,.,.,1,1,.,.,.,.,2,1,2,1,.,.,.,.,1,1,2,1,.,.,3,2,2,2,2,3,2,3,4,4,3,2,3,3,2,3,1,4,.,.,.,4,2,32,11,1,2,1,1,"First off, I would be very puzzled, as my return is relatively straightforward, and I always prepare it very carefully, so it would be very unlikely that an error of this magnitude would ever occur. I would first, of course, recheck the return","I would simultaneously be very upset about this, as we live on a fairly tight budget, and the need to spend $1,000 in this manner would be very significant for us, and would necessitate cuts elsewhere in our spending.","My next feeling, alas, would be one of resig.tion, realizing the need to make this payment.",__.__,__.__,__.__,__.__,__.__,__.__,1,4,4,1,4,2,1,3,1,3,1,1,1,1,2,4,1,3,2,3,3,2,4,4,2,2,4,2,3,3,3,3,3,2,2,4,1,__.__,1,2,.,1,.,2,2,2,2,4,2,2,1,3,1,1,1,1,1,1,1,.,2,.,4,3,3,3,6,7,.,.,3,8,4,8,1,8,.,4,5,3,3,.,.,2,6,1,.,1,1,__.__,.,__.__,1,__.__,8,__.__,.,__.__,9,__.__,.,__.__,11218,.,1,1,.,36,1962,1,1,,1,__.__,3,__.__,.,3,5,1,2,2,2,4,2,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,1,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,2,1,3,2,9,2,,2,2,2,1,2,7,2,7,2,5,2,1,2,1,2,2,2,2,2,1,2,1,11,36047,Kings NY,.,.,2,2,3,36,Yvette Clarke,Democratic,F,0,Won Primary,0,For,For,For,For,For,For,Kirsten Gillibrand,Democratic,F,For,For,For,For,1,Chuck Schumer,Democratic,M,For,For,For,For,1,David Paterson,Democratic,M,1,Yvette Clarke,F,1,Hugh Carr,M,0,,,,,,,,,__.__,Charles Schumer,M,1,Jay Townsend,M,0,,,,.,Kirsten Gillibrand,F,1,Joseph DioGuardi,M,0,Andrew Cuomo,M,0,Carl Paladino,M,0,Rick Lazio,M,Conservative,0,__.__,__.__,__.__,.,New York State Legislature,New York State Assembly,Yvette Clarke,,,,,,,,,Hugh Carr,,,,,,,,,,,,,Yvette D. Clarke,Hugh C. Carr,Cartrell Gore,,,,5,,.,,.,1,.,1,.,.,.,.,__.__,1,__.__,1,Gree Party candidate,7,__.__,1,__.__,.,__.__,.,__.__,.,__.__,.,.,.,1,3,1,1,2,1,1,2,1,1,2,60,77,2,2,2,2,1,2,__.__,.,.,.,.,.,.,.,.,.,.,1,2,1,2,2,2,__.__,.,.,.,.,.,.,.,.,.,.,.,__.__,1,2,.,.,4,2,2,6,.,__.__,__.__,__.__,4,11218,.,1,.,.,36,11,36047,Kings NY,NY,36,Yvette Clarke,Democratic,F,0,Won Primary,0,For,For,For,For,For,For,Kirsten Gillibrand,Democratic,F,For,For,For,For,1,Chuck Schumer,Democratic,M,For,For,For,For,1,David Paterson,Democratic,M,1,Yvette Clarke,F,1,Hugh Carr,M,0,,,,,,,,,Charles E. Schumer,M,1,Jay Townsend,M,0,,,,.,Kirsten E. Gillibrand,F,1,Joseph J. DioGuardi,M,0,Andrew M. Cuomo,M,0,Carl P. Paladino,M,0,Rick Lazio,M,Conservative,0,,,,.,New York State Legislature,New York State Assembly,Yvette Clarke,,,,,,,,,Hugh Carr,,,,,,,,,,,,,Yvette D. Clarke,Hugh C. Carr,Cartrell Gore,,,,10/8/2010 16:02,10/8/2010 17:07,11/10/2010 5:11,11/10/2010 5:57,2,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,3,2,-0.604419216,-1.853587559,-0.085715142,1.566034168,0.229451946,-1.165294214,2.600594782,-1.205477506,-1.071027909,0.960281795,1.090611227,-1.359886036,0.213864258,0.052899195,0.016955189,0.07600695,1,1,2,1,2,1,1,2,1,2,-0.640663743,0.441341559,-1.873125421,-0.191979138,1.424084652,0.102565074,-1.218281593,2.43990404,-1.252127413,-1.124709537,0.818112185,0.95004394,-1.38992163,-0.162128232,-0.130556036,-0.145504127,0.088610379,0.914069275
3,12575,0.467722355,1,1,2,1,.,.,.,.,2,2,.,.,1,1,2,2,.,.,.,.,2,2,1,1,.,.,1,1,.,.,.,.,2,2,.,.,2,2,.,.,2,2,3,2,2,1,2,3,2,3,4,4,3,1,1,3,3,3,2,4,.,.,.,.,.,.,.,1,2,2,2,I would review the return to verify the error.,I would contact the IRS and request an interview with an agent.,If the error is verified I'd pay the $1000. I would discuss this with my spouse.,__.__,__.__,__.__,__.__,__.__,__.__,1,1,2,1,1,2,1,4,3,3,2,1,1,2,2,3,1,1,2,1,2,2,4,3,2,2,1,1,2,2,3,3,2,2,1,4,1,__.__,1,1,.,1,.,2,2,2,4,3,2,2,1,2,1,1,1,1,1,1,1,.,1,.,3,7,4,3,7,6,6,.,4,7,.,.,4,8,.,1,1,6,8,.,.,1,6,0,.,1,1,__.__,.,__.__,.,__.__,.,__.__,.,__.__,1,__.__,.,__.__,46994,46994,1,1,.,18,1937,2,5,,1,__.__,3,__.__,.,3,5,1,2,2,4,6,1,__.__,5,__.__,.,__.__,.,__.__,.,__.__,.,__.__,1,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,2,3,1,7,2,,2,2,2,1,2,13,10,13,10,4,3,2,1,2,1,2,2,2,2,1,1,3,2,18017,Cass IN,.,.,2,9,9,18,"Joe Donnelly, Sr.",Democratic,M,0,Won Primary,0,For,Against,Against,For,For,For,Richard Lugar,Republican,M,Against,Against,Against,For,0,Evan Bayh,Democratic,M,For,For,For,For,1,Mitch Daniels,Republican,M,0,"Joe Donnelly, Sr.",M,1,Jackie Walorski Swihart,F,0,,,,,,,,,__.__,Brad Ellsworth,M,0,Daniel Coats,M,0,,,,.,,,.,,,.,,,.,,,.,,,,.,__.__,__.__,__.__,.,India. State General Assembly,India. State House of Representatives,"Joe Donnelly, Sr.",,,,,,,,,Jackie Walorski Swihart,Martin Dolan,Jack Jordan,Anthony Zirkle,,,,,,,,,,Joe Donnelly,Luke Puckett,,,,,5,,.,,.,2,.,1,.,.,.,.,__.__,1,__.__,.,__.__,.,__.__,1,__.__,.,__.__,.,__.__,.,__.__,.,.,.,1,1,1,1,2,2,2,2,1,1,2,50,997,2,2,2,2,2,1,__.__,.,.,.,.,.,.,.,.,.,.,1,2,1,1,1,2,__.__,.,.,.,.,.,.,.,.,.,.,.,__.__,3,.,.,1,4,1,1,1,.,__.__,__.__,__.__,4,46994,.,1,.,.,18,2,18017,Cass IN,IN,18,"Joe Donnelly, Sr.",Democratic,M,0,Won Primary,0,For,Against,Against,For,For,For,Richard Lugar,Republican,M,Against,Against,Against,For,0,Evan Bayh,Democratic,M,For,For,For,For,1,Mitch Daniels,Republican,M,0,"Joe Donnelly, Sr.",M,1,Jackie Walorski Swihart,F,0,,,,,,,,,Brad Ellsworth,M,0,Dan Coats,M,0,,,,.,,,.,,,.,,,.,,,.,,,,.,,,,.,India. State General Assembly,India. State House of Representatives,"Joe Donnelly, Sr.",,,,,,,,,Jackie Walorski Swihart,Martin Dolan,Jack Jordan,Anthony Zirkle,,,,,,,,,,Joe Donnelly,Luke Puckett,,,,,10/7/2010 17:08,10/7/2010 17:45,11/7/2010 5:49,11/7/2010 6:32,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,3,3,-1.163131332,-1.853587559,-0.085715142,1.566034168,0.229451946,-1.165294214,2.600594782,-1.205477506,-1.071027909,0.960281795,1.090611227,-1.359886036,0.213864258,0.052899195,0.016955189,0.07600695,1,1,2,1,2,1,1,2,1,2,-1.14210622,-0.985916697,-1.873125421,-0.191979138,1.424084652,0.102565074,-1.218281593,2.43990404,-1.252127413,-1.124709537,0.818112185,0.95004394,-1.38992163,-0.162128232,-0.130556036,-0.145504127,0.088610379,0.467722355
4,73215,0.435049822,1,1,2,2,.,.,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,1,1,.,.,2,2,.,.,.,.,1,2,1,2,.,.,1,1,3,2,2,3,2,3,6,4,2,1,1,2,2,3,1,4,250,3,170,5,3,0,75,1,1,2,1,I would be outraged,I would investigate and attempt to validate what they told me,I would speak to a CPA,__.__,__.__,__.__,__.__,__.__,__.__,1,5,4,1,5,1,1,1,.,2,1,2,1,1,2,5,2,2,3,4,4,1,1,1,2,2,1,1,2,2,2,2,1,2,2,4,2,__.__,2,4,.,2,.,1,1,2,1,5,1,4,2,3,2,2,2,2,2,2,2,.,2,.,7,7,1,1,5,7,5,4,.,.,.,.,.,7,.,.,.,1,1,.,.,3,6,2,.,1,.,__.__,.,__.__,.,__.__,2,__.__,.,__.__,2,__.__,.,__.__,76310,.,1,1,.,48,1959,2,1,,1,__.__,2,__.__,.,7,5,1,1,1,1,1,1,__.__,3,__.__,.,__.__,.,__.__,90,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,3,1,5,1,13,1,,2,2,2,1,2,44,3,6,11,1,3,1,1,1,2,2,2,2,2,1,1,1,13,48485,Wichita TX,.,.,2,5,3,48,William Thornberry,Republican,M,0,Won Primary,0,Against,Against,Against,Against,Against,Against,John Cornyn,Republican,M,Against,Against,Against,Against,0,Kay Bailey Hutchinson,Republican,F,Against,Against,Against,For,0,Rick Perry,Republican,M,1,,,,William Thornberry,M,1,,,,,,,,,__.__,,,.,,,.,,,,.,,,.,,,.,Bill White,M,0,Rick Perry,M,1,,,,.,,,,.,Texas State Legislature,Texas State House of Representatives,,,,,,,,,,William Thornberry,,,,,,,,,,,,,Roger James Waun,Mac Thornberry,,Rick Noriega,John Cornyn,,5,,.,,.,2,.,1,.,.,.,.,__.__,.,__.__,.,__.__,2,__.__,2,__.__,.,__.__,.,__.__,.,__.__,.,.,.,2,2,2,2,1,1,2,1,1,2,2,62,2,2,2,2,2,2,1,__.__,.,.,.,.,.,.,.,.,.,.,1,2,1,1,1,2,__.__,.,.,.,.,.,.,.,.,.,.,.,__.__,2,.,1,.,1,5,.,1,.,__.__,__.__,__.__,1,76310,.,1,.,.,48,13,48485,Wichita TX,TX,48,William Thornberry,Republican,M,0,Won Primary,0,Against,Against,Against,Against,Against,Against,John Cornyn,Republican,M,Against,Against,Against,Against,0,Kay Bailey Hutchinson,Republican,F,Against,Against,Against,For,0,Rick Perry,Republican,M,1,,,,William Thornberry,M,1,,,,,,,,,,,.,,,.,,,,.,,,.,,,.,Bill White,M,0,Rick Perry,M,1,,,,.,,,,.,Texas State Legislature,Texas State House of Representatives,,,,,,,,,,William Thornberry,,,,,,,,,,,,,Roger James Waun,Mac Thornberry,,Rick Noriega,John Cornyn,,10/27/2010 17:26,10/27/2010 17:44,11/8/2010 21:15,11/8/2010 21:31,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,2,1,1,1,3,7,0.825924928,-1.853587559,-0.085715142,1.566034168,0.229451946,-1.165294214,2.600594782,-1.205477506,-1.071027909,0.960281795,1.090611227,-1.359886036,0.213864258,0.052899195,0.016955189,0.07600695,1,1,2,1,2,1,1,2,1,2,0.913584427,-1.2594123,-1.873125421,-0.191979138,1.424084652,0.102565074,-1.218281593,2.43990404,-1.252127413,-1.124709537,0.818112185,0.95004394,-1.38992163,-0.162128232,-0.130556036,-0.145504127,0.088610379,0.435049822
5,40221,2.172808211,1,1,.,.,2,1,2,2,.,.,.,.,1,2,2,2,.,.,2,2,.,.,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,2,2,2,3,2,3,2,20,6,5,4,3,3,4,2,6,1,3,10,6,170,3,1,48,.,3,1,2,2,__.__,__.__,__.__,__.__,__.__,__.__,I hope I'm doing a good enough job to keep my teeth healthy.,I really should floss more.,What's next on my agenda?,1,1,1,1,1,1,2,3,3,.,2,1,2,2,2,3,1,2,.,2,3,2,4,3,4,4,4,4,2,2,5,2,.,3,.,4,1,__.__,.,2,.,2,.,2,2,1,4,2,2,3,3,2,.,1,1,1,1,1,1,.,1,.,3,7,2,2,7,7,.,8,8,7,.,.,8,7,.,8,8,8,8,.,.,2,6,0,.,1,1,__.__,.,__.__,.,__.__,1,__.__,.,__.__,1,__.__,.,__.__,85213,.,1,1,.,4,1963,2,1,,6,__.__,1,__.__,.,1,2,1,2,4,6,8,11,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,.,__.__,1,1,2,2,10,1,,2,2,2,2,1,15,7,12,8,4,3,3,2,2,2,2,1,2,2,1,1,1,6,4013,Maricopa AZ,.,.,1,6,5,4,Jeff Flake,Republican,M,0,Won Primary,0,Against,Did Not Vote,Against,Against,Against,Against,"John McCain, III",Republican,M,Against,Against,Against,Against,1,Jon Kyl,Republican,M,Against,Against,Against,Against,0,Jan Brewer,Republican,F,1,Rebecca Schneider,F,0,Jeff Flake,M,1,,,,,,,,,__.__,Rodney Glassman,M,0,John McCain,M,1,,,,.,,,.,,,.,Terry Goddard,M,0,Jan Brewer,F,1,,,,.,__.__,__.__,__.__,.,Arizo. State Legislature,Arizo. State House of Representatives,Rebecca Schneider,,,,,,,,,Jeff Flake,Jeffrey Smith,,,,,,,,,,,,Rebecca Schneider,Jeff Flake,,,,,5,,.,,.,1,.,1,.,.,.,.,__.__,1,__.__,.,__.__,1,__.__,1,__.__,.,__.__,.,__.__,.,__.__,.,.,.,1,1,1,1,2,1,2,2,1,2,2,41,32,2,2,2,2,2,1,__.__,2,2,2,2,2,2,2,1,2,.,1,2,1,2,2,2,__.__,.,.,.,.,.,.,.,.,.,.,.,__.__,1,2,.,.,3,3,6,1,.,__.__,__.__,__.__,5,85213,.,1,.,.,4,6,4013,Maricopa AZ,AZ,4,Jeff Flake,Republican,M,0,Won Primary,0,Against,Did Not Vote,Against,Against,Against,Against,"John McCain, III",Republican,M,Against,Against,Against,Against,1,Jon Kyl,Republican,M,Against,Against,Against,Against,0,Jan Brewer,Republican,F,1,Rebecca Schneider,F,0,Jeff Flake,M,1,,,,,,,,,Rodney Glassman,M,0,John McCain,M,1,,,,.,,,.,,,.,Terry Goddard,M,0,Jan Brewer,F,1,,,,.,,,,.,Arizo. State Legislature,Arizo. State House of Representatives,Rebecca Schneider,,,,,,,,,Jeff Flake,Jeffrey Smith,,,,,,,,,,,,Rebecca Schneider,Jeff Flake,,,,,10/15/2010 8:27,10/15/2010 8:50,11/14/2010 20:46,11/14/2010 21:00,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,0,2,2,-1.111308155,-1.853587559,-0.085715142,1.566034168,0.229451946,-1.165294214,2.600594782,-1.205477506,-1.071027909,0.960281795,1.090611227,-1.359886036,0.213864258,0.052899195,0.016955189,0.07600695,1,1,2,1,2,1,1,2,1,2,-1.021877372,-1.043684774,-1.873125421,-0.191979138,1.424084652,0.102565074,-1.218281593,2.43990404,-1.252127413,-1.124709537,0.818112185,0.95004394,-1.38992163,-0.162128232,-0.130556036,-0.145504127,0.088610379,2.172808211
